language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
bas,Basaa,Niger-Kordofanian languages,True,OpenAI,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma,True,Gemini;Gemma;Qwen,False,,True,Gemma,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
ba,Bashkir,Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,True,Llama,False,,True,Llama,False,,True,Gemma,False,,False,,True,Qwen,script_disagreement;unicode_escape;any_mixing;transliteration_rationale;unexpected_rationale_language,5
bez,Bena,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemini;Gemma,False,,True,Gemma,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
byn,Blin,Afro-Asiatic languages,True,Qwen,False,,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Claude;DeepSeek;Gemini;Gemma,True,Gemini,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale;placeholder_rationale,5
brh,Brahui,Dravidian languages,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Qwen,True,Mistral,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
bra,Braj,Indo-European languages,False,,True,Gemma,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
zh-yue,Cantonese,Sino-Tibetan languages,False,,True,Gemma,False,,True,Gemma,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Gemini;Gemma,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
ceb,Cebuano,Austronesian languages,True,Gemini;Mistral,False,,False,,False,,True,DeepSeek;Gemini;Lingvanex;Mistral,False,,False,,True,Mistral,False,,False,,False,,True,Claude,False,,False,,True,Mistral,False,,missing_rationale;source_term;extreme_term_length;refusal_rationale;language_name_term,5
ccp,Chakma,Sino-Tibetan languages,False,,False,,True,Gemma,True,Claude;DeepSeek;Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,True,DeepSeek,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
chb,Chibcha,Central American Indian languages,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,True,DeepSeek;Gemini,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma,False,,True,DeepSeek;Gemini;Qwen,False,,source_term;extreme_term_length;refusal_rationale;transliteration_rationale;language_name_term,5
clc,Chilcotin,North American Indian languages,True,Gemma,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,OpenAI,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;placeholder_term;refusal_rationale;transliteration_rationale,5
chn,Chinook Jargon,Creoles and pidgins,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,True,Qwen,True,DeepSeek;Gemini;Gemma;Llama,True,Gemini,False,,False,,False,,missing_rationale;source_term;any_mixing;refusal_rationale;transliteration_rationale,5
cv,Chuvash,Altaic languages,True,Gemma,True,Gemma;Llama;Mistral,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI;Qwen,False,,True,Gemini;Gemma;Qwen,False,,False,,True,Llama,missing_rationale;mixed_script;any_mixing;transliteration_rationale;unexpected_rationale_language,5
cop,Coptic,Afro-Asiatic languages,True,DeepSeek;Gemma;OpenAI,False,,False,,True,Gemini;Llama,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma;Llama;Mistral;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
del,Delaware,North American Indian languages,True,DeepSeek;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,True,Gemini;Gemma;Qwen,False,,True,Claude,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
diq,Dimli,Indo-European languages,True,Gemini;Gemma;OpenAI,False,,False,,True,Gemini,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma;Qwen,False,,True,Gemma,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale;language_name_term,5
din,Dinka,Nilo-Saharan languages,True,Gemma;OpenAI,False,,False,,False,,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;Mistral;Qwen,True,Gemma;OpenAI,False,,True,Mistral,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
dty,Dotyali,Indo-European languages,True,Gemma,False,,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
myv,Erzya,Uralic languages,False,,False,,True,Gemma,True,Llama,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,Mistral;OpenAI,True,Gemma,False,,False,,False,,romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
fvr,Fur,Nilo-Saharan languages,True,Gemma;Mistral,False,,False,,True,Gemini,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Qwen,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
gag,Gagauz,Altaic languages,False,,True,Gemma,False,,True,Gemini;Gemma,False,,False,,False,,False,,False,,False,,True,Gemma,True,DeepSeek,True,Gemini;Gemma,False,,False,,False,,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
gba,Gbaya,Niger-Kordofanian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;OpenAI,True,Gemma,False,,True,Gemini;Mistral,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
gez,Geez,Afro-Asiatic languages,False,,False,,True,Gemma;Qwen,True,Gemma;Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Qwen,True,DeepSeek;Gemini;Qwen,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
ka,Georgian,Caucasian languages,True,Llama,False,,True,Gemma,True,Gemma,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Gemma,False,,False,,False,,missing_rationale;romanization;script_disagreement;any_mixing;transliteration_rationale,5
el,"Greek, Modern",Indo-European languages,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,Llama,True,Mistral;Qwen,True,Gemini;Gemma;Qwen,False,,False,,True,Llama,script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
hoj,Hadothi,Indo-European languages,False,,False,,False,,True,Claude;Gemini;Llama;OpenAI,True,DeepSeek,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;OpenAI,True,DeepSeek;Llama,True,DeepSeek;Llama;Mistral,False,,script_disagreement;source_term;transliteration_rationale;placeholder_rationale;language_name_term,5
hai,Haida,Language isolate,True,Gemma;Llama,False,,False,,False,,True,Claude;OpenAI,False,,False,,True,Gemma,False,,False,,True,Qwen,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI,False,,False,,False,,False,,missing_rationale;source_term;extreme_term_length;any_mixing;refusal_rationale,5
haz,Hazaragi,Indo-European languages,False,,True,Llama,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Llama,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
hil,Hiligaynon,Austronesian languages,False,,False,,False,,False,,True,Gemini;Google Translate;Mistral,False,,False,,True,Mistral,False,,False,,False,,True,Gemini;Mistral,True,DeepSeek;Gemma,False,,True,Mistral,False,,source_term;extreme_term_length;refusal_rationale;transliteration_rationale;language_name_term,5
hit,Hittite,Indo-European languages,False,,False,,False,,True,DeepSeek;Mistral,True,Claude,True,Gemini;OpenAI,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI;Qwen,True,Claude;Gemini;Gemma;Mistral,False,,False,,False,,script_disagreement;source_term;placeholder_term;refusal_rationale;transliteration_rationale,5
hmn,Hmong,Hmong-Mien languages,True,Gemma;Mistral;Qwen,False,,False,,True,Mistral,True,Claude;DeepSeek;Lingvanex,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Claude,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
mww,Hmong Daw,Hmong-Mien languages,True,Mistral,False,,False,,True,Mistral,True,Claude;DeepSeek,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Gemma;OpenAI,True,Gemini,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
hoc,Ho,Austro-Asiatic languages,True,Gemma;Llama,False,,False,,True,DeepSeek;Gemini;Gemma;Llama;Mistral;OpenAI,True,Claude;Gemma,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;OpenAI,True,DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
mvy,Indus Kohistani,Indo-European languages,True,Gemma,False,,False,,True,Gemma;Llama;Mistral,False,,True,Mistral,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,missing_rationale;script_disagreement;placeholder_term;refusal_rationale;transliteration_rationale,5
izh,Ingrian,Uralic languages,False,,False,,True,Mistral,True,Gemma;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Mistral,True,Claude;DeepSeek;Gemma;OpenAI,True,Gemma,False,,False,,False,,romanization;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
moe,Innu-aimun,North American Indian languages,True,DeepSeek;Mistral,False,,False,,True,Mistral,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;Qwen,False,,False,,True,Gemini;Gemma;Mistral,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;language_name_term,5
ik,Inupiaq,North American Indian languages,True,Mistral,False,,False,,True,Mistral,True,DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Mistral;Qwen,True,Gemini,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
jpr,Judeo-Persian,Indo-European languages,True,OpenAI,True,Mistral,False,,True,Claude;DeepSeek;Gemini;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,DeepSeek;Gemini;Mistral;OpenAI,False,,False,,False,,missing_rationale;mixed_script;script_disagreement;any_mixing;transliteration_rationale,5
kbl,Kanembu,Nilo-Saharan languages,True,Gemma,False,,False,,True,Gemini,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,DeepSeek;Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
xnr,Kangri,Indo-European languages,True,Gemma,False,,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral;Qwen,True,Claude;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,True,Qwen,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
kr,Kanuri,Nilo-Saharan languages,True,Gemma,False,,False,,True,Gemini,True,Claude;Gemini,False,,False,,False,,False,,False,,False,,True,Gemma;Mistral,True,Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
kk,Kazakh,Altaic languages,False,,True,Llama,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Llama,True,Llama,True,Gemini;Gemma,False,,False,,False,,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
km,Khmer,Austro-Asiatic languages,False,,False,,True,Gemma;Mistral,True,Gemma;Mistral,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;Mistral,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Llama;Qwen,romanization;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
ky,"Kirghiz, Kyrgyz",Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Qwen,True,Llama,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
bkm,Kom,Niger-Kordofanian languages,True,DeepSeek;OpenAI,False,,False,,True,Llama,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
kv,Komi,Uralic languages,False,,True,Gemma,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Gemini;Gemma;Mistral,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
kok,Konkani,Indo-European languages,False,,True,Qwen,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,True,Qwen,mixed_script;script_disagreement;any_mixing;transliteration_rationale;unexpected_rationale_language,5
khq,Koyra Chiini,Nilo-Saharan languages,True,Gemma,False,,False,,True,Mistral,True,Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Llama,True,Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
kpe,Kpelle,Niger-Kordofanian languages,True,DeepSeek;Gemma;Mistral;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral,True,Gemini,False,,True,Mistral,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
kru,Kurukh,Dravidian languages,False,,True,Qwen,False,,True,Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Qwen,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Claude;DeepSeek;Gemini;Llama;OpenAI,False,,False,,False,,mixed_script;script_disagreement;any_mixing;refusal_rationale;transliteration_rationale,5
kdt,Kuy,Austro-Asiatic languages,True,Gemma,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,True,Claude;DeepSeek;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Mistral,True,Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;source_term;refusal_rationale;transliteration_rationale,5
nmg,Kwasio,Niger-Kordofanian languages,True,OpenAI,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma;Qwen,True,DeepSeek,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;placeholder_rationale,5
lbe,Lak,Caucasian languages,True,Gemma,False,,False,,True,Gemini;Gemma;Llama;Mistral,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,True,Gemini,False,,False,,True,Qwen,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
len,Lenca,Central American Indian languages,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;OpenAI,True,Gemini,False,,True,Gemini,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,False,,missing_rationale;source_term;placeholder_term;extreme_term_length;refusal_rationale,5
lez,Lezghian,Caucasian languages,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Llama;Qwen,True,Gemini,True,Claude;Gemini;OpenAI,False,,False,,True,Qwen,mixed_script;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
loz,Lozi,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,True,EasyNMT,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;extreme_term_length;refusal_rationale;transliteration_rationale,5
luo,Luo,Nilo-Saharan languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Gemma;Qwen,False,,True,Gemini,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
mag,Magahi,Indo-European languages,False,,False,,True,Llama,True,Gemma,True,Llama,False,,False,,False,,False,,False,,True,Llama,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,romanization;script_disagreement;source_term;any_mixing;transliteration_rationale,5
mrh,Mara,Sino-Tibetan languages,True,Gemma,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,True,DeepSeek;Gemini;Mistral;OpenAI,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale;language_name_term,5
chm,Mari,Uralic languages,False,,False,,False,,True,Gemma;Mistral,False,,False,,False,,False,,False,,False,,True,Qwen,True,Gemini;OpenAI,True,Gemma,False,,False,,True,Qwen,script_disagreement;any_mixing;refusal_rationale;transliteration_rationale;unexpected_rationale_language,5
