language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
nb,Norwegian Bokmål,Indo-European languages,Digital Humanities,False,5,0.3728,MEASUREMENT_ARTEFACT,Normalized to 2 unique value(s); max edit distance 1 ≤ threshold 2,True,,,,2,2,1,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"This is the established Norwegian Bokmål term for Digital Humanities, where 'digital' remains the same and 'humanities' is translated to 'humaniora', the standard Norwegian term for the humanities disciplines.","The term 'Digital Humanities' is commonly translated into Norwegian Bokmål as 'Digital humaniora' because 'digital' remains the same across many languages, and 'humanities' is translated to 'humaniora', which is the established academic term in Norwegian.","This is the standard and widely accepted translation of 'Digital Humanities' into Norwegian Bokmål. 'Digital' translates directly, and 'humaniora' is the established term for 'humanities'.","Termen er en direkte oversettelse av den engelske uttrykket, men brukes noen ganger også 'Digitalt humanistisk forskning' eller 'DH' som forkortelse","{'Google Translate': 'Digital humaniora', 'OpenAI': 'Digital humaniora', 'Claude': 'Digital humaniora', 'Gemini': 'Digital humaniora', 'Ollama': 'Digitale humaniora'}"
nch,Central Huasteca Nahuatl,North American Indian languages,Digital Humanities,False,4,0.2869,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 0; construction signals: 3,False,,Claude:morpholog; Gemini:combining; Ollama:compound,,4,4,34,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'tlamatiliztli' (knowledge/humanities) with 'tlapōhualli' (counting/digital), literally 'knowledge in the digital realm', adapting to Nahuatl morphological patterns","In Central Huasteca Nahuatl, 'Ciuhcayotl' refers to ‘writing’ or ‘documentation’, and 'Tlatechpano' signifies ‘culture’ or ‘knowledge’. The translation reflects the combination of digital (writing) and humanities (culture).","This translation attempts to capture the essence of 'Digital Humanities' by combining 'Tlapouhqui' (related to counting, numbers, or digital), 'Tlamachtilli' (knowledge, learning, or scholarship), and 'Tlamanitiliztli' (culture, tradition, or humanities). It aims to convey 'Digital Knowledge and Cul","The term 'Digital Humanities' is a compound of the English words 'digital' and 'humanities'. In Nahuatl, 'tlilli' means 'written' or 'script', and 'tein tlamachiyotl' refers to arts or sciences. This translation captures the essence of the Digital Humanities as an intersection of traditional humanit","{'OpenAI': 'Ciuhcayotl Tlatechpano', 'Claude': 'Tlamatiliztli ipan tlapōhualli', 'Gemini': 'Tlapouhqui Tlamachtilli huan Tlamanitiliztli', 'Ollama': 'Tlilli in tlein tlamachiyotl'}"
nd,North Ndebele,Niger-Kordofanian languages,Digital Humanities,False,4,0.1776,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 2; construction signals: 3,False,Claude:borrowing; Gemini:loanword,OpenAI:formation; Gemini:prefix; Ollama:combining,,4,4,25,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'ezobunjiniyela' (humanities/human knowledge) with 'bamadijithali' (digital), following North Ndebele noun class agreement patterns and borrowing conventions for modern technological terms.",The term 'Digital Humanities' is translated based on the components of digital ('ubugqili bokwaziswa') and humanities ('lezamasiko'). This translation conveys a focus on digital information or technology related to cultural studies.,"There isn't a direct, single-word equivalent for 'Digital Humanities' in North Ndebele. 'Ubuntu' refers to humanity, humaneness, and community, which aligns with the human-centered aspect of the humanities. 'Olwedijithali' is a loanword from 'digital' with the appropriate Ndebele prefix 'olu-' for a","Combining 'iyo' (digital), 'hlamba' (computing) and 'lokudzingisa' (humanities)","{'OpenAI': 'Ubugqili bokwaziswa lwezamasiko', 'Claude': 'Ezobunjiniyela Bamadijithali', 'Gemini': 'Ubuntu Olwedijithali', 'Ollama': 'Iyohlamba Lokudzingisa'}"
ndc,Ndau,Niger-Kordofanian languages,Digital Humanities,False,5,0.2173,TRANSMOGRIFICATION,No Wikipedia; 5 distinct outputs; absence signals: 0; construction signals: 7,False,,Claude:compound; OpenAI:combining; Gemini:combining; Gemini:neologism; Gemini:prefix; Ollama:combining; Ollama:construct,,5,5,26,False,['Latin'],"[('Google Translate', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Ndau is closely related to Shona, using 'Zvidzidzo' (studies/humanities) and 'Zvedhijitari' (digital/of digital), following Ndau grammatical patterns for compound academic terms.","The term 'Digital Humanities' is translated by combining 'Hunhu' (Humanities) with 'Dzidzidzo reMadhijitari' (Digital Study) to convey the interdisciplinary integration of digital technology in humanities, while ensuring the cultural context of Ndau is respected.","Ndau does not have a direct equivalent for 'digital' or 'humanities'. 'Unyanzvi' means 'skill' or 'art', often used for academic disciplines. 'Rudhivhiti' is a neologism combining 'ru-' (class 11 prefix for abstract nouns) and 'dhivhiti' (a phonetic adaptation of 'digital'). This aims to convey 'dig","Combining Ndau words for 'digital' and 'humanities', following typical language construction patterns in the Bantu family.","{'Google Translate': 'Dhijitari yevanhu', 'OpenAI': 'Hunhu hweDzidzidzo reMadhijitari', 'Claude': 'Zvidzidzo Zvedhijitari', 'Gemini': 'Unyanzvi hweRudhivhiti', 'Ollama': 'Bhasi ya Teknolojia za Digitali'}"
nds,Low German / Low Saxon,Indo-European languages,Digital Humanities,False,4,0.2052,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4,True,,Claude:compound; Claude:formation,,4,4,23,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Low German compound using 'Digitale' (digital) and 'Geisteswetenschapen' (humanities/liberal arts), following standard Low German word formation patterns similar to Dutch 'Geesteswetenschappen' and German 'Geisteswissenschaften'.","The term 'Digital Humanities' is translated as 'Digitale Humanistiek' in Low German, as 'digitale' refers to 'digital' and 'humanistiek' to 'humanities', capturing the same concept in the context of Low German language.","This is a direct and common translation. 'Digitale' is the adjective for 'digital', and 'Humaniora' is the Latin-derived plural noun for 'humanities', widely understood and used in many Germanic languages, including Low German, especially in academic contexts. While 'Minschwetenschoppen' could be co","Combination of German (Dütsch) and French-inspired Humanistiek, reflecting the discipline's European roots and academic terminology","{'OpenAI': 'Digitale Humanities', 'Claude': 'Digitale Geisteswetenschappen', 'Gemini': 'Digitale Humaniora', 'Ollama': 'Dütsch Humanistiek'}"
nds-nl,Dutch Low Saxon,Indo-European languages,Digital Humanities,False,4,0.2497,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4,True,,Ollama:combining,Claude:variant,3,3,18,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Dutch Low Saxon closely follows Dutch for academic terminology. 'Digital' remains 'Digitale' and 'Humanities' translates to 'Geesteswetenschappen', the standard term for humanities in Low Saxon variants of the Netherlands.","The term 'Digitale Geesteswetenschappen' is commonly used in Dutch and Dutch Low Saxon contexts to describe the field of Digital Humanities, maintaining the use of 'digitale' for digital and 'geesteswetenschappen' for humanities.","De term 'Digitale Humaniora' is een relatief nieuw concept en er is geen traditionele, ingeburgerde vertaling in het Nedersaksisch. De meest gangbare en begrijpelijke aanpak is om de Nederlandse term 'Digitale Humaniora' direct over te nemen, aangezien deze al breed wordt begrepen in de regio en de ","Combining 'digitale' (digital) with the Dutch word for Humanism, 'humanistiek'","{'OpenAI': 'Digitale Geesteswetenschappen', 'Claude': 'Digitale Geesteswetenschappen', 'Gemini': 'Digitale Humaniora', 'Ollama': 'Digitale humanistiek'}"
ne,Nepali,Indo-European languages,Digital Humanities,False,6,0.2614,STRUCTURAL_ABSENCE,Loan word detected: False; absence signals: 2; services with data: 6,False,OpenAI:transliterat; Gemini:loanword,Ollama:combining,,2,2,4,False,['Devanagari'],"[('Google Translate', 'Devanagari'), ('Lingvanex', 'Devanagari'), ('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Devanagari')]",Google Translate:Devanagari; Lingvanex:Devanagari; OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Devanagari,Direct translation where 'डिजिटल' (Digital) is the standard Nepali rendering of 'digital' and 'मानविकी' (manviki) is the established Nepali term for 'humanities' in academic contexts.,"The term 'Digital Humanities' in Nepali combines 'डिजिटल', which is a transliteration of 'digital', and 'मानविकी', which translates to 'humanities'. This maintains the original meaning while using Nepalese script.","This is a direct and widely accepted translation. 'डिजिटल' (digital) is a common loanword, and 'मानविकी' (manaviki) is the standard term for humanities in Nepali.",Combining Nepali words 'digital' (from English) and 'manav vigyan' (human science),"{'Google Translate': 'डिजिटल मानविकी', 'Lingvanex': 'डिजिटल मानविकी', 'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'Ollama': 'डिजिटल मानवविज्ञान'}"
new,Newar,Sino-Tibetan languages,Digital Humanities,False,5,0.2776,STRUCTURAL_ABSENCE,Loan word detected: False; absence signals: 2; services with data: 5,False,Claude:loanword; OpenAI:transliterat,,,2,2,8,False,['Devanagari'],"[('Google Translate', 'Devanagari'), ('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Devanagari')]",Google Translate:Devanagari; OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Devanagari,"Direct translation using Devanagari script used for Newar: 'डिजिटल' (digital) as a loanword and 'मानविकी' (humanities, from Sanskrit mānava relating to humans)","The term 'Digital Humanities' does not have a direct translation in many languages, including Newari. Thus, the term 'डिजिटल मानविकी' is formed by using a transliteration for 'Digital' and the Newari term 'मानविकी' which aligns with Humanities.",This translation combines 'डिजिटल' (ḍijiṭal) for 'digital' and 'मानविकी' (mānavikī) for 'humanities'. 'मानविकी' is a standard term for humanities in Nepali and is readily understood in Newar due to linguistic proximity and shared academic vocabulary.,"The term 'Digital Humanities' does not directly translate into Newar as it is a Western concept that combines two languages. However, the closest equivalent in Newar would be  (Dhig-rala-samkhyā), which means 'humanities using digital tools'.","{'Google Translate': 'डिजिटल मानविकी', 'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'Ollama': 'मित्र काया मनी'}"
ng,Ndonga,Niger-Kordofanian languages,Digital Humanities,False,5,0.1426,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 5,True,OpenAI:borrowed,Claude:compound; Claude:formation; Ollama:combining,,5,5,73,False,['Latin'],"[('EasyNMT', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",EasyNMT:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Combines 'omalaka' (matters/things related to numbers/digital) and 'oongadhiladhilo' (humanities/human knowledge), following Ndonga's compound noun formation patterns for academic terminology.","Ndonga, a dialect of the Ovambo language, is primarily oral with limited terminology for contemporary academic fields. Therefore, the term is borrowed as is from English to maintain its conceptual accuracy.",Ndonga does not have a direct equivalent for 'Digital Humanities'. 'Omalelo' means 'studies' or 'disciplines'. 'Gopaungulika' refers to 'humanities' or 'arts'. 'GopaDigitali' means 'digital'.,"Combining 'Digital' with the Ndonga term for Humanities, 'Ondomoze', which refers to knowledge or human science.","{'EasyNMT': 'Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa', 'OpenAI': 'Digital Humanities', 'Claude': 'Omalaka goongadhiladhilo', 'Gemini': 'Omalelo gopaungulika gopaDigitali', 'Ollama': 'Ondomoze ya Digital'}"
ngl,Lomwe,Niger-Kordofanian languages,Digital Humanities,False,4,0.2579,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Claude:borrowed,Ollama:combining,,4,4,27,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,Lomwe uses borrowed terms for modern technological concepts. 'Sayansi' means knowledge/science and 'Diijitalo' is an adaptation of 'digital' commonly used in Bantu languages of the region for digital/electronic concepts.,"Lomwe does not have a direct term for 'Digital Humanities,' so a descriptive translation is used to convey the concept of using digital methods and tools to study human culture and history.","Lomwe does not have a direct equivalent for 'Digital Humanities'. 'Ikhumi' means 'knowledge' or 'wisdom', and 'Malepa a Digital' means 'digital tools' or 'digital methods'. The combination aims to convey the idea of knowledge or scholarship that utilizes digital methods, which is the core of Digital","Combining 'Digital' and 'Humanities' into a single phrase in Lomwe, using a direct adaptation of the original terms.","{'OpenAI': 'Sayansi Yosamala Nthawi Yakomodera', 'Claude': 'Sayansi ya Diijitalo', 'Gemini': 'Ikhumi ya Malepa a Digital', 'Ollama': 'Vutendere vya Kimakala'}"
