n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,term_source,language_code,language_name,language_family,service,is_baseline,difference_types
4,1,0.25,Ndädi di̱xi̱tá̱l ya̱ nte̱'e̱,"{'minimal': ""Ndädi di̱xi̱tá̱l ya̱ nte̱'e̱"", 'fluent_speaker': ""Jñaa ra ts'ijñi"", 'github_searcher': ""Ndäzhe ra ntee ne ra ts'o̱o̱"", 'judge': ""Jñatjo ts'ite̱ nu digital""}",Digital Humanities,maz,Central Mazahua,Otomanguean,Gemini,False,content
4,2,0.5,Jñatrjo digital,"{'minimal': 'Jñatrjo digital', 'fluent_speaker': 'Jñatrjo̱ jñatrjo̱ jñatrjo̱', 'github_searcher': 'Jñatrjo digital', 'judge': 'Jñatjo digital'}",Digital Humanities,maz,Central Mazahua,Otomanguean,DeepSeek,False,content
4,2,0.5,Tlālli Tlamatiliztli,"{'minimal': 'Tlālli Tlamatiliztli', 'fluent_speaker': 'Tinamitiliztli tlahtollihuiliztli', 'github_searcher': 'Humanidades Digitales', 'judge': 'Tlālli Tlamatiliztli'}",Digital Humanities,maz,Central Mazahua,Otomanguean,Llama,False,content
4,1,0.25,Tlahtoliztli Tlachiapantli Yohuatzintli,"{'minimal': 'Tlahtoliztli Tlachiapantli Yohuatzintli', 'fluent_speaker': 'Tlahtolli Tecnolōgitlī Ītechpactli', 'github_searcher': 'Yohuátiko Tlatoani Itstechpactli', 'judge': 'Jñatjo digital'}",Digital Humanities,maz,Central Mazahua,Otomanguean,Gemma,False,content
4,1,0.25,Xopoyóch telpochcalli ñudzínauh,"{'minimal': 'Xopoyóch telpochcalli ñudzínauh', 'fluent_speaker': 'Tlācatlālilohuakan ātlālihualiztlihuāni', 'github_searcher': ""Xee'epeel Náhuatl Ñúuvi"", 'judge': 'Humanidades Digitales'}",Digital Humanities,maz,Central Mazahua,Otomanguean,Qwen,False,content
4,1,0.25,Tlahtolli yolotlikuicatl,"{'minimal': 'Tlahtolli yolotlikuicatl', 'fluent_speaker': 'Tlahtolli Tlaltekinkazihuitl Digitalli', 'github_searcher': 'Tlahtolli Digitál', 'judge': 'Humanidades Digitales'}",Digital Humanities,maz,Central Mazahua,Otomanguean,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mde,Maba,Maban,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mde,Maba,Maban,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mde,Maba,Maban,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mde,Maba,Maban,Lingvanex,True,
3,1,0.3333,Humanités Numériques,"{'fluent_speaker': 'Humanités Numériques', 'github_searcher': 'Digital Humanities', 'judge': 'Mvulunyambo yake digitale'}",Digital Humanities,mde,Maba,Maban,OpenAI,False,content
4,3,0.75,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Kàràngà Dijital', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,mde,Maba,Maban,Claude,False,content
4,2,0.5,العلوم الإنسانية الرقمية,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'العلوم الإنسانية الرقمية', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'Kàràngà Dijital'}",Digital Humanities,mde,Maba,Maban,Gemini,False,content
4,3,0.75,Dijital Insaniyat,"{'minimal': 'Dijital Insaniyat', 'fluent_speaker': 'Dijital Insaniyat', 'github_searcher': 'العلوم الإنسانية الرقمية', 'judge': 'Dijital Insaniyat'}",Digital Humanities,mde,Maba,Maban,DeepSeek,False,content
3,1,0.3333,Mabɛ́nɔ̀ kɛ́lɛ́mɛ́,"{'fluent_speaker': 'Mabɛ́nɔ̀ kɛ́lɛ́mɛ́', 'github_searcher': 'Tecnologías Humanísticas Digitales', 'judge': 'Mvulunyambo yake digitale'}",Digital Humanities,mde,Maba,Maban,Llama,False,content
4,2,0.5,ඩිජිටල් මානවwissenschaft,"{'minimal': 'ඩිජිටල් මානවwissenschaft', 'fluent_speaker': 'Mbaŋa Ŋgwaŋa Ŋgwa', 'github_searcher': 'ඩිජිටල් මානවwissenschaft', 'judge': 'العلوم الإنسانية الرقمية'}",Digital Humanities,mde,Maba,Maban,Gemma,False,content
4,1,0.25,Mvulunyambo yake digitale,"{'minimal': 'Mvulunyambo yake digitale', 'fluent_speaker': 'Dijitali Yawalimi', 'github_searcher': 'Díjitali Jumhúrían', 'judge': 'Kàràngà Dijital'}",Digital Humanities,mde,Maba,Maban,Qwen,False,content
4,1,0.25,Teknoloji ya Bensi,"{'minimal': 'Teknoloji ya Bensi', 'fluent_speaker': 'Humanitats Digitas', 'github_searcher': 'Humanidades Digitais', 'judge': 'Dijital Insaniyat'}",Digital Humanities,mde,Maba,Maban,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdf,Moksha,Uralic languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdf,Moksha,Uralic languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdf,Moksha,Uralic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdf,Moksha,Uralic languages,Lingvanex,True,
4,2,0.5,Цифровые гуманитарные науки,"{'minimal': 'Цифровые гуманитарные науки', 'fluent_speaker': 'Цифрова гуманитария', 'github_searcher': 'Цифровые гуманитарные науки', 'judge': 'Цифрань гуманитарнай наукат'}",Digital Humanities,mdf,Moksha,Uralic languages,OpenAI,False,content
4,2,0.5,Цифрань гуманитарнай наукат,"{'minimal': 'Цифровой гуманитарнай наукат', 'fluent_speaker': 'Цифрань гуманитарнай наукат', 'github_searcher': 'Цифровой гуманитарной наукат', 'judge': 'Цифрань гуманитарнай наукат'}",Digital Humanities,mdf,Moksha,Uralic languages,Claude,False,content
4,3,0.75,Цифрань гуманитарнай наукат,"{'minimal': 'Цифравай гуманитаристика', 'fluent_speaker': 'Цифрань гуманитарнай наукат', 'github_searcher': 'Цифрань гуманитарнай наукат', 'judge': 'Цифрань гуманитарнай наукат'}",Digital Humanities,mdf,Moksha,Uralic languages,Gemini,False,content
4,1,0.25,Цифронь гуманитарият,"{'minimal': 'Цифронь гуманитарият', 'fluent_speaker': 'Цифронь Гуманитарият', 'github_searcher': 'Цифронь гуманитаристика', 'judge': 'Цифрань гуманитарнай наукат'}",Digital Humanities,mdf,Moksha,Uralic languages,DeepSeek,False,"capitalization,content"
4,1,0.25,Идэкстэрмуморти,"{'minimal': 'Идэкстэрмуморти', 'fluent_speaker': 'Mokša digitala kultura', 'github_searcher': 'Dharmik Sanskruti', 'judge': 'Цифронь гуманитарият'}",Digital Humanities,mdf,Moksha,Uralic languages,Llama,False,content
4,1,0.25,ḍigiṭala manavā,"{'minimal': 'ḍigiṭala manavā', 'fluent_speaker': 'дигитальнай чалгакæттæнæгæнтæ', 'github_searcher': 'ḍigiṭal manavśāstra', 'judge': 'Цифравай гуманитаристика'}",Digital Humanities,mdf,Moksha,Uralic languages,Gemma,False,content
4,1,0.25,विद्युत अमृतज्ञान,"{'minimal': 'विद्युत अमृतज्ञान', 'fluent_speaker': 'Дигиталный гуманитарий', 'github_searcher': 'Дигиталный Гуманитарий', 'judge': 'Цифровые гуманитарные науки'}",Digital Humanities,mdf,Moksha,Uralic languages,Qwen,False,"capitalization,content"
4,1,0.25,Kshudhika-Vijnanam,"{'minimal': 'Kshudhika-Vijnanam', 'fluent_speaker': 'ஜிடிடல் மனவர்கள்', 'github_searcher': 'ऑनलाइन मानवीयता', 'judge': 'Цифрань гуманитарнай наукат'}",Digital Humanities,mdf,Moksha,Uralic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Lingvanex,True,
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital na Katalusan', 'github_searcher': 'Digital Humanities', 'judge': 'Kaalam a Digital'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,OpenAI,False,content
4,1,0.25,Digital a Keilmuan sa Kataw,"{'minimal': 'Digital a Keilmuan sa Kataw', 'fluent_speaker': 'Kaalam a Digital', 'github_searcher': 'Digital Humanities', 'judge': 'Digital a Kailmuan'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Claude,False,content
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Humanities sa Digital', 'github_searcher': 'Digital Humanities', 'judge': 'Digital a Katawhan'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Gemini,False,content
4,2,0.5,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Katawhan a Digital', 'github_searcher': 'Digital Humanities', 'judge': 'Digital a Katawhan'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,DeepSeek,False,content
4,1,0.25,Dagat na Kabihasan,"{'minimal': 'Dagat na Kabihasan', 'fluent_speaker': 'Sarayun a Pagkasapul sa Digital', 'github_searcher': 'Digmaan sa Kabihasnayan', 'judge': 'Digital na Kabihasan'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Llama,False,content
4,1,0.25,Pangadalan a Digital na Pag-aaral,"{'minimal': 'Pangadalan a Digital na Pag-aaral', 'fluent_speaker': 'Pang-Digital na Kagawasan', 'github_searcher': 'Paggamit nan Teknolohiya sa Kasaysayan at Kultura', 'judge': 'Digital na Katalusan'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Gemma,False,content
4,1,0.25,Talata sa Teknolohiya,"{'minimal': 'Talata sa Teknolohiya', 'fluent_speaker': 'Ditali Humantawen', 'github_searcher': 'Digitaal nga Kultura', 'judge': 'Kaalam a Digital'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Qwen,False,content
3,1,0.3333,Digital Humanities,"{'fluent_speaker': 'Digital Humanities', 'github_searcher': 'Teknolohiya ng Pang-insan', 'judge': 'Digital a Keilmuan sa Kataw'}",Digital Humanities,mdh,Maguindanaon,Austronesian languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdr,Mandar,Austronesian languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdr,Mandar,Austronesian languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdr,Mandar,Austronesian languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdr,Mandar,Austronesian languages,Lingvanex,True,
3,2,0.6667,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,mdr,Mandar,Austronesian languages,OpenAI,False,content
4,4,1.0,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'fluent_speaker': 'Kemanusiaan Digital', 'github_searcher': 'Kemanusiaan Digital', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,mdr,Mandar,Austronesian languages,Claude,False,all_identical
4,3,0.75,数字人文,"{'minimal': '数字人文', 'fluent_speaker': '数字人文', 'github_searcher': '人文數碼', 'judge': '数字人文'}",Digital Humanities,mdr,Mandar,Austronesian languages,Gemini,False,content
4,1,0.25,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Ilmu Pengetahuan Digital Manusia', 'github_searcher': '数字人文学', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,mdr,Mandar,Austronesian languages,DeepSeek,False,content
3,1,0.3333,Tehniko Humanitas Digital,"{'fluent_speaker': 'Tehniko Humanitas Digital', 'github_searcher': 'Téyà tɔ́ŋgbà', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,mdr,Mandar,Austronesian languages,Llama,False,content
4,1,0.25,數碼人文 (Shùmǎ rénwén),"{'minimal': '數碼人文 (Shùmǎ rénwén)', 'fluent_speaker': '數碼人文學 (Sū-má jîn-bûn-hok)', 'github_searcher': '數碼人 humanities', 'judge': '数字人文 (Shùmǎ rénwén)'}",Digital Humanities,mdr,Mandar,Austronesian languages,Gemma,False,content
4,1,0.25,विद्युत आर्थिकी,"{'minimal': 'विद्युत आर्थिकी', 'fluent_speaker': 'Dīgitali Huṁānītās', 'github_searcher': 'विद्यानुसारी शैक्षणिकता', 'judge': 'Kemanusiaan Digital'}",Digital Humanities,mdr,Mandar,Austronesian languages,Qwen,False,content
4,2,0.5,数字人文学,"{'minimal': '数字人文学', 'fluent_speaker': '數字人文學', 'github_searcher': '数字人文学', 'judge': '数字人文学 (Shùmǎ rénwénxué)'}",Digital Humanities,mdr,Mandar,Austronesian languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdt,Mbere,Atlantic-Congo,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Lingvanex,True,
2,1,0.5,Digital Humanities,"{'github_searcher': 'Digital Humanities', 'judge': 'Mihingo ya Dijitali'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,OpenAI,False,content
4,3,0.75,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Ũũgĩ wa Dijitali', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Claude,False,content
3,1,0.3333,Mihingo ya Dijitali,"{'minimal': 'Mihingo ya Dijitali', 'fluent_speaker': 'Bikolwa bya Digital na Bantu', 'judge': 'Bantu ba Dijitali'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Gemini,False,content
4,1,0.25,Mbere mbere mbere,"{'minimal': 'Mbere mbere mbere', 'fluent_speaker': 'Mbenga ya Mbaa ya Mbere', 'github_searcher': 'Mbere', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,DeepSeek,False,content
3,1,0.3333,Mɛ̀dʊ́pɔ̀lɛ̀ kɪ̀mɛ̀,"{'fluent_speaker': 'Mɛ̀dʊ́pɔ̀lɛ̀ kɪ̀mɛ̀', 'github_searcher': 'Mbere: Öüméð´¾Ç¸¼µº¿', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Llama,False,content
4,1,0.25,Mbere ŋɔɔtɔɔ dii lɛɛŋ,"{'minimal': 'Mbere ŋɔɔtɔɔ dii lɛɛŋ', 'fluent_speaker': 'Mbere Ŋaŋa Ŋaŋa', 'github_searcher': 'Digitaal Ìwè', 'judge': 'Mihingo ya Dijitali'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Gemma,False,content
4,1,0.25,Muhimiyeti ya Ulaya Digital,"{'minimal': 'Muhimiyeti ya Ulaya Digital', 'fluent_speaker': 'Dígitu Háumanítáj', 'github_searcher': 'Díligis Dimánswa', 'judge': 'Mbere mbere mbere'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Qwen,False,content
4,1,0.25,Ntunga ya Inanga Digitale,"{'minimal': 'Ntunga ya Inanga Digitale', 'fluent_speaker': 'Ingwana ya Ndundu ya Digitale', 'github_searcher': 'Ingisani ya Bashara Digitali', 'judge': 'Mbere mbere mbere'}",Digital Humanities,mdt,Mbere,Atlantic-Congo,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,men,Mende,Mande,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,men,Mende,Mande,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,men,Mende,Mande,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,men,Mende,Mande,Lingvanex,True,
3,2,0.6667,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Kɔmpyuta Nɔmɔyɛlɛ'}",Digital Humanities,men,Mende,Mande,OpenAI,False,content
4,1,0.25,Kɔmpyuta Nɔmɔyɛlɛ,"{'minimal': 'Kɔmpyuta Nɔmɔyɛlɛ', 'fluent_speaker': 'Kɔmpyuta Nɛnɛhungo', 'github_searcher': 'Dijitali Nɛmɔhuwɛi', 'judge': 'Kɔmpyuta Nɛmɔhuwɛi'}",Digital Humanities,men,Mende,Mande,Claude,False,content
4,1,0.25,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Kɔmpyuta Fɔlɔnɛi Nyaŋgɔi', 'github_searcher': 'Ndalaha Gbɛtɛ-gbɛtɛ', 'judge': 'Kɔmpyuta Nɔmɔyɛlɛ'}",Digital Humanities,men,Mende,Mande,Gemini,False,content
4,1,0.25,Kɛlɛi Kpɛlɛi Kɔlɔi,"{'minimal': 'Kɛlɛi Kpɛlɛi Kɔlɔi', 'fluent_speaker': 'Kɛlɛi Yɛlɛma Nuvui', 'github_searcher': 'Dijital Hiyumɛniti', 'judge': 'Kɔmpyuta Nɛnɛhungo'}",Digital Humanities,men,Mende,Mande,DeepSeek,False,content
4,1,0.25,Kɔmputa Sosay,"{'minimal': 'Kɔmputa Sosay', 'fluent_speaker': 'Kɔmputa Kɛlɛkta ɩnna Sɛnti', 'github_searcher': 'Mende: Kɔndɛlɛ', 'judge': 'Kɔmpyuta Nɛnɛhungo'}",Digital Humanities,men,Mende,Mande,Llama,False,content
4,1,0.25,Ŋa'a ŋɔɔŋɔɔ dɔŋ,"{'minimal': ""Ŋa'a ŋɔɔŋɔɔ dɔŋ"", 'fluent_speaker': 'Numu Yámbá', 'github_searcher': 'Dììgìtāl Hümànítì', 'judge': 'Kɔmpyuta Nɔmɔyɛlɛ'}",Digital Humanities,men,Mende,Mande,Gemma,False,content
4,1,0.25,Dunyabanta Ditigi,"{'minimal': 'Dunyabanta Ditigi', 'fluent_speaker': 'Dyelitiko Humaniti', 'github_searcher': 'Dyalo Teknolojisi', 'judge': 'Dijitali Nɛmɔhuwɛi'}",Digital Humanities,men,Mende,Mande,Qwen,False,content
4,1,0.25,Sikilem Digitali na Humani,"{'minimal': 'Sikilem Digitali na Humani', 'fluent_speaker': 'Sikali Nim Kankara', 'github_searcher': 'Humanití Digitál', 'judge': 'Kɔmpyuta Nɛnɛhungo'}",Digital Humanities,men,Mende,Mande,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mer,Meru,Atlantic-Congo,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mer,Meru,Atlantic-Congo,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mer,Meru,Atlantic-Congo,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,mer,Meru,Atlantic-Congo,Lingvanex,True,
3,2,0.6667,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mer,Meru,Atlantic-Congo,OpenAI,False,content
4,1,0.25,Dijitali ya Ũtaara,"{'minimal': 'Dijitali ya Ũtaara', 'fluent_speaker': 'Ũũgĩ wa Dijitali', 'github_searcher': 'Ũũgĩ wa Marũa ma Kĩrĩndĩ', 'judge': 'Ũũgĩ wa Andũ na Kĩrĩndĩ'}",Digital Humanities,mer,Meru,Atlantic-Congo,Claude,False,content
4,1,0.25,Urimu wa Kidijitali,"{'minimal': 'Urimu wa Kidijitali', 'fluent_speaker': 'Ũtaaro wa Kĩmeru kĩa Kĩdigital', 'github_searcher': 'Ũtuĩria wa Kĩmeru na Tekinoronjĩ cia Kĩmeru', 'judge': 'Ũtaaro wa Kĩdigital'}",Digital Humanities,mer,Meru,Atlantic-Congo,Gemini,False,content
4,1,0.25,Mũtũrĩre wa Ũgĩ wa Kĩdigito,"{'minimal': 'Mũtũrĩre wa Ũgĩ wa Kĩdigito', 'fluent_speaker': 'Ũgima wa Andũ na Tekinorojĩ', 'github_searcher': 'Digital Humanities', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mer,Meru,Atlantic-Congo,DeepSeek,False,content
4,2,0.5,Makala ya Kielektroniki,"{'minimal': 'Makala ya Kielektroniki', 'fluent_speaker': 'Makala ya Kielektroniki', 'github_searcher': 'Makala ya Kisasa', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mer,Meru,Atlantic-Congo,Llama,False,content
4,1,0.25,E-ngisire-ngi-ngi-ngi-ngi,"{'minimal': 'E-ngisire-ngi-ngi-ngi-ngi', 'fluent_speaker': 'Kijitabu cha Dijitali na Ufundi', 'github_searcher': 'Digitaal Humanitaar', 'judge': 'Ũũgĩ wa Dijitali'}",Digital Humanities,mer,Meru,Atlantic-Congo,Gemma,False,content
