search_term,natural_language,counts,directionality,search_term_source,category,keep_term
mvuluhlekezo digital,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ingoma ya diguwala,nzi,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanitats numericas,oc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitats numericas,oc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
e-dibendaagoziwin anishinaabemowin,oj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
obukoranyo bw'eby'era,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
buddegeza ne nyimbo za digitali,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
obuhangwa bw’ebyobuhangwa by’omuntu,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
eby'obuntu by'omukagaati,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
siansa momba ny maha-olona nomerika,mg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tsikáá naahatłéegíí,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
táá hózhǫ́ojiilidí bikááshchíí,nv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
अङ्कीय मानवविद्या,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
मूल्याङ्ग्रेजी साहित्यको डिजिटल प्रकाशन,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
दिगिटल ह्युमनाइटीज्,nwc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
དྲ་ལམ་རིག་གནས་,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ၸႃႇ ၼႄႈ ၶူႈ,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
数字人文学科,nxq,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
informatique des sciences humaines,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sayansi ya anthu pa intaneti,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
zauphungu za digito,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mamayiko ya digital,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubupilika bwama digito,ny,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ŋaŋgɛɛlɛɛ dɛɛlɛɛ,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubumanitu bwa digitali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kɔmputa kɛlɛmbɛtɛ,mfv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ubuhabari bwa dijitali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ujenzi wa ulaya,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umwanzo wa diguwali,nym,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
obumanyiizi bw'ebyobugabe by'edigiito,nyn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
deildar umfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
stafrtíðarfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dökkir frásögur,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sayansi ya dijitali ya vanthu,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaal menswiekerien,nds-nl,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
makhungu ya dijitale,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
दिजिटल अमौर्शशास्त्र,ne,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
दिजिटल ह्युमनाइटीज़,new,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
omalongo gomapangelo godigital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
omalongo gopadigital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ondjokonona yomapandja,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tjibaalwa ya digital,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhimwedigitale,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
okulukalo wa mbwa-ngola,ng,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
olumana owa digital,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tölvuhugvísindi,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mifumbo ya digital,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mabuku a dijitari,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mufundiseni digitali,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tivumbuza ya digital,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitizisidwa digitala,ngl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlamachtilistli iuan tlamachilistli tlen itech copiutah,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlācatlahtōltecpānaliztli iuhcāyōtl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlatequitl-tlalhuapitzin,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlaxcaltzinolpapantli ñudzilhualtihuatl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlapitzcalli tlamatlatotl,nhe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal geschichtswesen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale huusdaien,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale geisteswetenschapen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale geisteswetenschoppen,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlaxcaltililoni tlahtolmatiliztli,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kōkō ōlōkōkō jōkō,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
aolepkaan anijjōn,mh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mbuŋa ŋɔɔ lɛɛŋ lɛɛŋ lɛɛŋ,mgy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
म्याग्री डिजिटल मानवविज्ञान,mgp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlakuahtli ñudahualqui,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humano digitale,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tlahtoqaliztli digitál,nch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhimu ya kimani,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
izwi la mabali amanye,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᡬᡵᡬᡵᡶᡮᡵᡬᡵᡶᡮᡵᡬ,mgo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umfanekiso digita,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umuntu ephumleni,nd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
unyanzvi hwevandhu hwedijitari,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
zvemagariro edijitari,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mambo ya digitali,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
zvizhinji zvemagadziri,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
teknoloji ya dini na insanu,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sekushandiswa sezvirirozvo,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitisi digitiyi,ndc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale humanities,nds,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tēcciztli tlamachtiliztli,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlamatiliztli ihuicpa tlapoualiztli huan tlamatiliztli ihuicpa tlacameh,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlācatlālli ītechcopa tlapōhualli,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
faafetai tahi ā internet,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nüngi kipki,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
di-gi-ta-laa huma-ni-ti,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tsamhawm tsu hau lwmthla,njo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kɔɔsi ŋgɔɔsɔɔ,nmg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mwazibiti digitalee,nmg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital humanistikk,nn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digerale menneskevitenskaper,nn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
วิทยาศาสตร์ดิจิทัลในมนุษยศาสตร์,nod,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ศาสตร์วิทยาการคอมพิวเตอร์ในศึกษาบุญ,nod,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale ummahmiyad,noe,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dáineolaíocht dhigiteach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифралы гуманитарлык билимлер,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санлы гуманитарлык,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijital insaniyyət,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрлик инсанликлик,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталдик гуманитарлук,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал хауманлары,nog,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
stafræn mannfræði,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
talnaligar listir,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ealadhna digiteacha,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
stafræn mannvísindi,non,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitiki e-fakaaoga,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fale numera'i taua'aga,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlaxcaltzinolpiltihtli ñudzalpan,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tūmanako o le fa'aalo,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tlakatl mēxihco,nhw,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fama'oli niha digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sina'a fanggulo digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ranseh sibudaya digital,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitas digidaal,nia,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
uhumani wa digitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sayansi ya vaathu va dijitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kaharati digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kamanan digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
uphiyu wa dijitali,mgh,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bantang data ngi'i palawu,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
eadromhachtaí dísearta,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
saotharlann deantach,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
puranmanu waihena,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
adat dan sastra digital,nij,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tau akonaki fakatekonolosi,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fíor-réaltaí an fhírinne,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fakaako fakatekinolosia,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fakaakoako faka-numera,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digele hwæðum,mga,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
he tau aga fakamatala faka-tekinolosi,niu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sayinsi digitaal,aa,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санаатын гуманитарнай үөрэхтэрэ,sah,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitalno manushikano,rmy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitaal adesua,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
adesua a ɛfa nkɔsoɔfo nsɛm ho a wɔde kɔmputa di dwuma,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mmɔnini nkɔdo,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ɔdɔɔden a ɛyɛ dii,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
huduma asantehene akoma digital,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tafosawt tadigitalit,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tiwɩmɛnɛ,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tamasahīt ṭarbiyya,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talnit t-tadib d-digits,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
takalit n-tin al-adab wa-l-falsafa wa-l-tarikh wa-l-arkeolojiya wa-l-san'at wa-l-lugha,twq,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
te mau taata mamati,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tā‘ere ‘ōrero rorouira,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
huru tumu numera,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tāhūmanara'a rorohiko,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tāpura tītī,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tāpereiti o te mōti'a,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ahuru huira numeraa,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hinanaotai rangatanga tātoukitea,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
te tangata mātou ao digita,ty,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
санныг гуманитарлыг эртемнер,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигиталдыг гуманистика,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дигитал хүннүгэ,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
диджиталдик хумандзөн,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
холбоос-информатика,tyv,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ⴰⵙⵉⵏⴰⵡⴰⵏ ⵏ ⵓⵎⵙⵙⴰⵏ,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⵜⵉⵎⴰⵙⵙⴰⵏⵉⵏ ⵜⵓⵎⴹⵉⵏⵉⵏ,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nnwoma ne nsɛm ho adesua a ɛfa kɔmputa so,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijita amanneɛ,tw,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitalne manušikane studii,rmy,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
te tekouli digitani,tvl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknolohiya ng digital na panitikan at kultura,tsg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
དི་ཇི་ཊལ་མི་རིགས་ཞིབ་འཇུག,tsj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
gyamtsi kham,tsj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mhāl-tā-dīgītāl-māntā,tsj,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифрлы гуманитар фәннәр,tt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санлы гуманитар фәннәр,tt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijital insaniyyät,tt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджитал фарс маданиyatы,tt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал халк эдебиятелери,tt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
หัวข้อดิจิทัล,tts,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
рәқәмон гуманитар елимләр,ttt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
санлы һуманитар фәннәр,ttt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
intibadi ilimler,ttt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
دېجيتال انسانيات,ttt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
العلوم الرقمية,ttt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sayansi ya anthu ya pa intaneti,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
uhumani wa pa digito,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vinthu vyakuthupi vya ukaboni,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mamwali ya digital,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mufundisidwe digitali,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ingawa na dizidi,tum,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
fale fesoasoani faka-numera,tvl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
fakamatala fakatekinolosi mo te aganu,tvl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tāluaga o le fa'aalo,tvl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
numelī fāifai,tvl,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ⵜⴰⵏⵙⴰ ⵜⴰⴷⵉⵊⵉⵜⴰⵍⵉⵜ,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⵜⵉⵣⵔⴰⵡⵉⵏ ⵜⵉⵍⵉⵇⵟⵕⵓⵏⵉⵢⵉⵏ,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tamɣaḍawt n tamezwarut,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tmaziɣt ṭeqṭa,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitali jihumatunika,unx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dhigitil hjumanihtis,unx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ڈیجیٹل فنونِ انسانیت,ur,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
digital ilm-fan,uz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital xumaniyatlar,uz,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
рақамли инсоният,uz_AF,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
digital inglizchiy fanlar,uz_AF,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ꕉꔤꕀꕊꔧ ꕮꕊꖃꔀ ꗏꕐꘋ,vai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ߖߐ߬ߞߎ߬ߟߊ߫ ߞߊ߬ߙߊ߲߬ߞߊ߫ ߞߊ߬ߙߊ߲߬ߞߊ߫,vai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ꕞꕌꔵ ꕉꕜꕮꔧ ꕉꕡꕌꕯ,vai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
n'dii ŋɔɔ lɛɛŋ lɛɛŋ,vai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
𝄞𝄢𝄛𝄞𝄢𝄚𝄛 𝄞𝄢𝄛𝄞𝄢𝄚𝄛 𝄞𝄢𝄛𝄞𝄢𝄚𝄛,vai,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vhuthu ha didzhithala,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vhuthogwa ha tshikona,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vhutshili ha diḓijithala,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vhutshilo ha vhuthu ha didzhithali,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tivumbu le digital,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hudzuluma ya dijitari,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
muhumintsi digitali,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
vhutshilo ya diteleliso,ve,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
umanisteghe digitałi,vec,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanità digitałi,vec,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umane dioxanali,vec,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaaline humanitaarad,vep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
cifrine humanitaranvedad,vep,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ḍigital manō-sōrō,unx,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijitali njinga hukumat,unr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dharmik digital,unr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
raqamli insoniy pənlər,ug,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
tawmiḍ al-ġarniat,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⵜⴰⵎⵔⴰⵏ ⴷⵉⵖಿⵍ ⴽⵉⵍⵍⵕⵍⵜ,tzm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровой гуманитарной наукаос,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифр гуманитар тодослыкъёс,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровой адямилык тодос,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитальнай культуралён,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталнă хуманыттар,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал әлдәр,udm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
سانائەت گۇمانىي پەنلەر,ug,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
رەقەملىك ئىنسانىيەت ئىلىملىرى,ug,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
رەقەملىك ئىنسانشۇناسلىق,ug,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
ئەلكترون رەسمىيەت,ug,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
digital manav vigyan,unr,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
дigital humanities,uk,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
дійсність та інформація,uk,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
kamalenai fa'aoga,uli,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
k'tharr'al't'sha'n,uli,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talasiwali digitaal,uli,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ocilongela vya ecihumano,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ovilonga vya dijitali,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
olondunge viokukwata nokukala viondunge,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
omanu vokuenda komesho vokuenda komesho,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ndhitala ya ndongo,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mubukalo pwetroniko,umb,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talata sa teknolohiya sa kultura,tsg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
pag-aaral sa kasaysayan gamit an digital,tsg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dagang a kultura,tsg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
fakaʻatamai tukufakaholo,to,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
qah qonos,tlh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
qongwij dativjaj,tlh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
qatlh 'ej qatlhdi' yin,tlh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
daqdaqavangh,tlh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
qapqa' jiyaj,tlh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
rəqəmi humanitar elmlər,tly,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
rəqəmi insanşünaslıq,tly,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
insanitarın dijital,tly,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
رۊستۊکۊ ئەنسانۊیت,tly,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⴰⵏⴰⵡⴰⵙ ⵏ ⵓⵎⵙⵙⴰⵏⵏⵉⵏ,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tamasheq n akal ən tənkara,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
تودرت ن تمازيغت تادجيت,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⴰⵎⴰⵏⵓⵏ ⵏ ⵜⵉⵏⵉⵔⵉ,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tawt tamasheqt,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tid al-fikr dijitar,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
innin n-tishawen n-digital,tmh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
