language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
ts,,Tsonga,Digital Humanities,,2026-04-03 16:47:22,False,Vutivi bya Vanhu bya Dijitali,False,Vutivi Bya Vanhu,False,,False,"{""translated_term"": ""Kuhumusho kwakudigitali"", ""translation_rationale"": ""Combining 'kuhumusha' (to do) with 'digitali' (digital)""}",llama3.1,2026-04-03T21:47:22.716035Z,893434417.0,83596250.0,73.0,286462500.0,44.0,510357250.0,stop,Kuhumusho kwakudigitali,Combining 'kuhumusha' (to do) with 'digitali' (digital),"[{'translated_term': 'Kuhumusho kwakudigitali', 'translation_rationale': ""Combining 'kuhumusha' (to do) with 'digitali' (digital)""}]",Kuhumusho kwakudigitali
tr,,Turkish,Digital Humanities,Dijital beşeri bilimler,2026-04-03 16:47:19,False,Dijital Beşeri Bilimler,True,,False,Dijital Beşeri Bilimler,False,"{
  ""translated_term"": ""Dijital İnsani Bilimler"",
  ""translation_rationale"": ""Combining digital and humanities aspects""
}",llama3.1,2026-04-03T21:47:19.812291Z,796853750.0,102228458.0,72.0,309151291.0,32.0,375048583.0,stop,Dijital İnsani Bilimler,Combining digital and humanities aspects,[],
to,,Tonga,Digital Humanities,,2026-04-03 16:47:17,False,Ngaahi Ngaue Fakaetangata Fakakomipiuta,False,"Ngaahi Anga'itangata "" o e Fa'ahinga "" o e Tangatá",False,,False,"{
  ""translated_term"": ""Faitofo Ma'afana Vakaliti"",
  ""translation_rationale"": ""Digital Humanities translates to Faitofo Ma'afana Vakaliti, combining 'Fa' (digital) with 'itofoma'a (humanities) and adding a colloquial suffix -fana""
}",llama3.1,2026-04-03T21:47:17.000151Z,1249840917.0,88895084.0,73.0,280375333.0,72.0,859666043.0,stop,Faitofo Ma'afana Vakaliti,"Digital Humanities translates to Faitofo Ma'afana Vakaliti, combining 'Fa' (digital) with 'itofoma'a (humanities) and adding a colloquial suffix -fana",[],
tn,,Tswana,Digital Humanities,,2026-04-03 16:47:13,False,Dithuto tsa Botho tsa Dijithale,False,Batho ba ba Itshekileng,False,,False,"{
  ""translated_term"": ""Mejeng Mookantsho"",
  ""translation_rationale"": ""Combining the prefix 'mejeng' (digital) with the root word 'moka-ntsho' (humanities)""
}",llama3.1,2026-04-03T21:47:13.739407Z,1009639834.0,89507417.0,73.0,289931250.0,53.0,615244873.0,stop,Mejeng Mookantsho,Combining the prefix 'mejeng' (digital) with the root word 'moka-ntsho' (humanities),[],
tl,,Tagalog,Digital Humanities,,2026-04-03 16:47:10,False,Digital Humanities,False,Digital na mga Tao,False,Digital Humanities,False,"{
  ""translated_term"": ""Digital na mga Agham"",
  ""translation_rationale"": ""Ayon sa wikang Tagalog, 'digital' ay muling binigkas bilang 'dijital', at 'humanities' ay nagbigay ng kahulugan na '[sining o agham] kaugnay ng tao'""
}",llama3.1,2026-04-03T21:47:10.715191Z,1303767041.0,84985750.0,73.0,280248584.0,78.0,915950212.0,stop,Digital na mga Agham,"Ayon sa wikang Tagalog, 'digital' ay muling binigkas bilang 'dijital', at 'humanities' ay nagbigay ng kahulugan na '[sining o agham] kaugnay ng tao'",[],
tk,,Turkmen,Digital Humanities,,2026-04-03 16:47:07,False,Sanly ynsanperwerlik,True,,False,Sanly gumanitar ylymlar,False,"{
  ""translated_term"": ""Dijital Bilim"",
  ""translation_rationale"": ""Turkmen translation of 'Digital Humanities', combining 'dijital' (digital) and 'ilim' (science/knowledge)""
}",llama3.1,2026-04-03T21:47:07.399815Z,933549166.0,70906333.0,73.0,289296334.0,48.0,559378994.0,stop,Dijital Bilim,"Turkmen translation of 'Digital Humanities', combining 'dijital' (digital) and 'ilim' (science/knowledge)",[],
th,มนุษยศาสตร์ดิจิทัล,Thai,Digital Humanities,มนุษยศาสตร์ดิจิทัล,2026-04-03 16:47:00,False,มนุษยศาสตร์ดิจิทัล,True,,False,มนุษยศาสตร์ดิจิทัล,False,"{
  ""translated_term"": ""มนุษยศาสตร์ดิจิทัล"",
  ""translation_rationale"": ""lit. \u0e1a\u0e25\u0e32\u0e19\u0e14\u0e37\u0e22\u0e4c\u0e47\u0e21\u0e23\u0e2d\u0e34""
}",llama3.1,2026-04-03T21:47:00.67785Z,1354028542.0,86569334.0,72.0,282261959.0,83.0,961958954.0,stop,มนุษยศาสตร์ดิจิทัล,lit. บลานดืย์็มรอิ,[],
tg,,Tajik,Digital Humanities,,2026-04-03 16:46:57,False,Гуманитаризми рақамӣ,True,,False,Гуманитарии рақамӣ,False,"{
  ""translated_term"": ""Insanïyat-i Elektroñīzam"",
  ""translation_rationale"": ""Combining Tajik words for 'human' (insan) and 'electronic/digital' (-i elektroñīzam)""
}",llama3.1,2026-04-03T21:46:57.310898Z,1079495917.0,83813042.0,73.0,320629375.0,57.0,658441293.0,stop,Insanïyat-i Elektroñīzam,Combining Tajik words for 'human' (insan) and 'electronic/digital' (-i elektroñīzam),[],
te,,Telugu,Digital Humanities,,2026-04-03 16:46:54,False,డిజిటల్ హ్యుమానిటీస్,True,,False,డిజిటల్ హ్యుమానిటీస్,False,"{
  ""translated_term"": ""డిజిటల్ మానవశాస్త్రం"",
  ""translation_rationale"": ""A literal translation of the phrase, using the existing Telugu words for 'digital' and 'humanities'.""
}",llama3.1,2026-04-03T21:46:54.217178Z,1309665125.0,79179583.0,73.0,288820833.0,78.0,919362619.0,stop,డిజిటల్ మానవశాస్త్రం,"A literal translation of the phrase, using the existing Telugu words for 'digital' and 'humanities'.",[],
ta,எண்ணிம மனிதவியல்,Tamil,Digital Humanities,எண்ணிம மனிதவியல்,2026-04-03 16:46:50,False,டிஜிட்டல் மானுடவியல்,True,,False,டிஜிட்டல் மனிதநேயம்,False,"{
  ""translated_term"": ""டிஜிட்டல் மாந்தவியல்"",
  ""translation_rationale"": ""Direct translation from English, using the Tamil script for 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:46:50.894017Z,1103690042.0,85571417.0,72.0,285373333.0,61.0,715724674.0,stop,டிஜிட்டல் மாந்தவியல்,"Direct translation from English, using the Tamil script for 'digital' and 'humanities'",[],
sw,,Swahili,Digital Humanities,,2026-04-03 16:46:47,False,Binadamu Dijitali,False,Viasili vya Kielektroni,False,Binadamu Dijiti,False,"{
  ""translated_term"": ""Uhandisi wa Kielektroniki"",
  ""translation_rationale"": ""Translation combining 'Digital' and 'Humanities' into Swahili""
}",llama3.1,2026-04-03T21:46:47.774307Z,854912500.0,87253792.0,74.0,280389208.0,41.0,474806121.0,stop,Uhandisi wa Kielektroniki,Translation combining 'Digital' and 'Humanities' into Swahili,[],
sv,Digital humaniora,Swedish,Digital Humanities,Digital humaniora,2026-04-03 16:46:44,False,Digital humaniora,False,Digital humaniora,False,Digital humaniora,False,"{""translated_term"": ""Datoriserad humaniora"", ""translation_rationale"": ""Direct translation of 'Digital Humanities'""}",llama3.1,2026-04-03T21:46:44.90529Z,700711708.0,77105208.0,72.0,285394292.0,28.0,327827296.0,stop,Datoriserad humaniora,Direct translation of 'Digital Humanities',"[{'translated_term': 'Datoriserad humaniora', 'translation_rationale': ""Direct translation of 'Digital Humanities'""}]",Datoriserad humaniora
su,,Sundanese,Digital Humanities,,2026-04-03 16:46:42,False,Élmu Kamanusaan Digital,True,,False,Kamanusaan Digital,False,"{
  ""translated_term"": ""Manusa Digitál"",
  ""translation_rationale"": ""Using Sundanese term 'manusa' (human) and 'digitál' to convey the concept""
}",llama3.1,2026-04-03T21:46:42.189055Z,896402208.0,84794500.0,74.0,290011584.0,43.0,508468415.0,stop,Manusa Digitál,Using Sundanese term 'manusa' (human) and 'digitál' to convey the concept,[],
st,,Southern Sotho,Digital Humanities,,2026-04-03 16:46:39,False,Botho ba Dijithale,False,Lik'hemik'hale Tseo Batho ba li Hlokang,False,Digital Humanities,False,"{
  ""translated_term"": ""Sehlahatsi sa Digital"",
  ""translation_rationale"": ""Combining 'sehlahatsi' (digital) with the Sotso prefix to form a compound noun, as per Southern Sotho language structure.""
}",llama3.1,2026-04-03T21:46:39.281919Z,1095434166.0,85175125.0,75.0,296670792.0,57.0,696769459.0,stop,Sehlahatsi sa Digital,"Combining 'sehlahatsi' (digital) with the Sotso prefix to form a compound noun, as per Southern Sotho language structure.",[],
ss,,Swati,Digital Humanities,,2026-04-03 16:46:36,False,Tifundvo Tebantfu Tedijithali,False,Imibono Lemayelana Nendzawo Tabantfu,False,,False,"{
  ""translated_term"": ""Tikiluni ya Digital"",
  ""translation_rationale"": ""Combination of 'tikiluni' (electronic, digital) and 'ya' (of/relating to), with the term 'Humanities'""
}",llama3.1,2026-04-03T21:46:36.176512Z,1040873625.0,72831167.0,73.0,293872292.0,55.0,657646581.0,stop,Tikiluni ya Digital,"Combination of 'tikiluni' (electronic, digital) and 'ya' (of/relating to), with the term 'Humanities'",[],
sr,,Serbian,Digital Humanities,Дигитална хуманистика,2026-04-03 16:46:33,False,Дигиталне хуманистичке науке,True,,False,Дигиталне Хуманистичке,False,"{
  ""translated_term"": ""Digitalne Umetnosti"",
  ""translation_rationale"": ""Translation of 'Digital Humanities' into Serbian, using the most common and accepted term in academic contexts.""
}",llama3.1,2026-04-03T21:46:33.118166Z,903902416.0,83510875.0,72.0,287837167.0,43.0,510575288.0,stop,Digitalne Umetnosti,"Translation of 'Digital Humanities' into Serbian, using the most common and accepted term in academic contexts.",[],
sq,,Albanian,Digital Humanities,,2026-04-03 16:46:30,False,Shkencat Humane Dixhitale,False,Humanitetet Dixhitale,False,Shkenca Humane Dixhitale,False,"{
  ""translated_term"": ""Umanistika Digjitale"",
  ""translation_rationale"": ""Combining 'Dijital' (digital) and 'Humanistika'""
}",llama3.1,2026-04-03T21:46:30.199173Z,844870583.0,80566458.0,73.0,284697750.0,40.0,466373499.0,stop,Umanistika Digjitale,Combining 'Dijital' (digital) and 'Humanistika',[],
so,,Somali,Digital Humanities,,2026-04-03 16:46:27,False,Bani&#39;aadamnimada Dijital ah,True,,False,Bani'aadamnimada Dijital ah,False,"{
  ""translated_term"": ""Dhakhliga Adduunka"",
  ""translation_rationale"": ""Combining 'digital' and 'humanities', referring to the intersection of technology and humanities studies""
}",llama3.1,2026-04-03T21:46:27.340016Z,918524000.0,76509000.0,72.0,288057625.0,45.0,540464034.0,stop,Dhakhliga Adduunka,"Combining 'digital' and 'humanities', referring to the intersection of technology and humanities studies",[],
sn,,Shona,Digital Humanities,,2026-04-03 16:46:24,False,Hunhu hweDigital,False,Vanhu Vanogutsikana,False,Digital Humanities,False,"{""translated_term"": ""Mataffi wechitinomano"", ""translation_rationale"": ""Combining 'mataffi' (humanities) and 'wechitinomano' (digital)}",llama3.1,2026-04-03T21:46:24.411333Z,880348125.0,74964458.0,73.0,280571458.0,43.0,512506794.0,stop,Mataffi wechitinomano,Combining 'mataffi' (humanities) and 'wechitinomano' (digital)},[],
sm,,Samoan,Digital Humanities,,2026-04-03 16:46:21,False,Mataupu Fa&#39;atekinolosi Fa&#39;atekinolosi,False,Digital Man's,False,Digital Humanities,False,"{
  ""translated_term"": ""Tiketi Faʻalelei"",
  ""translation_rationale"": ""From English 'Digital Humanities' using a combination of words for digital ('tiketi') and humanities ('fa'alelei', where 'lea i lelei' means literature or study, but here used in the context of humanist pursuits).""
}",llama3.1,2026-04-03T21:46:21.515013Z,1301429833.0,78781125.0,74.0,286849166.0,74.0,913170002.0,stop,Tiketi Faʻalelei,"From English 'Digital Humanities' using a combination of words for digital ('tiketi') and humanities ('fa'alelei', where 'lea i lelei' means literature or study, but here used in the context of humanist pursuits).",[],
sl,Digitalna humanistika,Slovene,Digital Humanities,Digitalna humanistika,2026-04-03 16:46:18,False,Digitalna humanistika,True,,False,Digitalna humanistika,False,"{
  ""translated_term"": ""Področje digitalne umetnosti"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities'""
}",llama3.1,2026-04-03T21:46:18.198051Z,759754833.0,77788958.0,73.0,279761916.0,33.0,392159833.0,stop,Področje digitalne umetnosti,Direct translation of 'Digital Humanities',[],
sk,,Slovak,Digital Humanities,,2026-04-03 16:46:15,False,Digitálne humanitné vedy,False,Digitálne humanitné vedy,False,Digitálne humanitné vedy,False,"{""translated_term"": ""Digitálna humanitné vedy"", ""translation_rationale"": ""Digital Humanities in Slovak typically translates as Digitálna humanitné vedy, which combines the adjective 'digitálna' (digital) with the noun 'humanitné vedy' (humanities).""}",llama3.1,2026-04-03T21:46:15.42293Z,1192228708.0,87056917.0,72.0,301841375.0,64.0,784834338.0,stop,Digitálna humanitné vedy,"Digital Humanities in Slovak typically translates as Digitálna humanitné vedy, which combines the adjective 'digitálna' (digital) with the noun 'humanitné vedy' (humanities).","[{'translated_term': 'Digitálna humanitné vedy', 'translation_rationale': ""Digital Humanities in Slovak typically translates as Digitálna humanitné vedy, which combines the adjective 'digitálna' (digital) with the noun 'humanitné vedy' (humanities).""}]",Digitálna humanitné vedy
si,,"Sinhala, Sinhalese",Digital Humanities,,2026-04-03 16:46:12,False,ඩිජිටල් මානව ශාස්ත්‍ර,True,,False,ඩිජිටල් මානව ශාස්ත්ර,False,"{
  ""translated_term"": ""Digtal Manuski"",
  ""translation_rationale"": ""Literally 'Digital Humanities' in Sinhala, using a combination of English loanwords and indigenous terms.""
}",llama3.1,2026-04-03T21:46:12.217495Z,893596292.0,74486167.0,77.0,287639708.0,43.0,519036710.0,stop,Digtal Manuski,"Literally 'Digital Humanities' in Sinhala, using a combination of English loanwords and indigenous terms.",[],
sh,Дигиталне хуманистичке науке,Serbo-Crotian,Digital Humanities,Digitalne humanističke nauke,2026-04-03 16:46:09,False,Дигиталне хуманистичке науке,True,,False,,False,"{""translated_term"": ""Dijigitalne Umetnosti"", ""translation_rationale"": ""Direct translation from English, using the standard Cyrillic script used in Serbo-Croatian""}",llama3.1,2026-04-03T21:46:09.311466Z,825538167.0,72636917.0,76.0,278792292.0,39.0,462743169.0,stop,Dijigitalne Umetnosti,"Direct translation from English, using the standard Cyrillic script used in Serbo-Croatian","[{'translated_term': 'Dijigitalne Umetnosti', 'translation_rationale': 'Direct translation from English, using the standard Cyrillic script used in Serbo-Croatian'}]",Dijigitalne Umetnosti
sg,,Sango,Digital Humanities,,2026-04-03 16:46:06,False,Humanité numérique,False,Gi ti duti na aye mingi ape na yâ ti fini ti mo,False,,False,"{""translated_term"": ""Bokoli na Moko"", ""translation_rationale"": ""Digital Humanities is translated using the Sango term for \""computer-based humanist studies\""""}",llama3.1,2026-04-03T21:46:06.470224Z,811653375.0,77140792.0,73.0,276120000.0,37.0,446332120.0,stop,Bokoli na Moko,"Digital Humanities is translated using the Sango term for ""computer-based humanist studies""","[{'translated_term': 'Bokoli na Moko', 'translation_rationale': 'Digital Humanities is translated using the Sango term for ""computer-based humanist studies""'}]",Bokoli na Moko
se,,Northern Sami,Digital Humanities,,2026-04-03 16:46:03,False,Digitála humanisttalaš dieđat,True,,False,,False,"{""translated_term"": ""Digiálvvuođa buorregeieddi"", ""translation_rationale"": ""Using the Northern Sami suffix -geieddi to indicate a field of study, and Digiálvvuođa as 'digital' from Norwegian 'digi'""}",llama3.1,2026-04-03T21:46:03.647049Z,1139037250.0,77808625.0,74.0,276342583.0,61.0,766576872.0,stop,Digiálvvuođa buorregeieddi,"Using the Northern Sami suffix -geieddi to indicate a field of study, and Digiálvvuođa as 'digital' from Norwegian 'digi'","[{'translated_term': 'Digiálvvuođa buorregeieddi', 'translation_rationale': ""Using the Northern Sami suffix -geieddi to indicate a field of study, and Digiálvvuođa as 'digital' from Norwegian 'digi'""}]",Digiálvvuođa buorregeieddi
