language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens
bug,,Buginese,Digital Humanities,,2026-04-07 01:09:38,False,,False,,False,,False,"{""translated_term"": ""Tongtangka Humanitasa Digital"", ""translation_rationale"": ""Combining Buginese words for 'digital' (Tongtangka) and 'humanities' (Humanitasa), following the typical pattern in Buginese language to create new terms by combining two roots.""}",llama3.1,2026-04-07T00:01:03.417008Z,1196469625.0,78776500.0,73.0,343038833.0,66.0,755733046.0,stop,Tongtangka Humanitasa Digital,"Combining Buginese words for 'digital' (Tongtangka) and 'humanities' (Humanitasa), following the typical pattern in Buginese language to create new terms by combining two roots.","[{'translated_term': 'Tongtangka Humanitasa Digital', 'translation_rationale': ""Combining Buginese words for 'digital' (Tongtangka) and 'humanities' (Humanitasa), following the typical pattern in Buginese language to create new terms by combining two roots.""}]",Tongtangka Humanitasa Digital,False,Humaniora Digital,84.0,1775520329.0,stop,gpt-4o-2024-08-06,70.0,154.0,"The term 'Digital Humanities' combines the use of technology with the humanistic disciplines. In Buginese, 'Humaniora' is derived from a similar concept in Indonesian/ Malay, representing humanities, and 'Digital' remains the same due to the lack of a specific term in Buginese for recent technological concepts.",,False,Kemanusiaan Digital,"Direct translation where 'Digital' remains as a loanword (commonly used in Buginese for technology terms) and 'Kemanusiaan' represents humanities/human studies, following typical Buginese academic terminology patterns.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:38.837103,149.0,75.0,74.0
brx,,Boro,Digital Humanities,,2026-04-07 01:09:34,False,,False,,False,,False,"{""translated_term"": ""Sāṅgīt Kāhān"", ""translation_rationale"": ""Literally 'Digital Arts', following the language's tendency to use Sanskrit roots and combining Digital (from English) with Humanities (from English, using a direct loanword)""}",llama3.1,2026-04-07T00:01:00.19953Z,1173866417.0,88344458.0,74.0,379525208.0,60.0,688494085.0,stop,Sāṅgīt Kāhān,"Literally 'Digital Arts', following the language's tendency to use Sanskrit roots and combining Digital (from English) with Humanities (from English, using a direct loanword)","[{'translated_term': 'Sāṅgīt Kāhān', 'translation_rationale': ""Literally 'Digital Arts', following the language's tendency to use Sanskrit roots and combining Digital (from English) with Humanities (from English, using a direct loanword)""}]",Sāṅgīt Kāhān,False,डिजिटल ह्यूमेन्टिज,86.0,1775520326.0,stop,gpt-4o-2024-08-06,70.0,156.0,"The term 'Digital Humanities' is often borrowed directly into Boro from English due to the lack of specific equivalent terms in the language. Thus, 'डिजिटल ह्यूमेन्टिज' is used in Boro to refer to the study and collaboration at the intersection of digital technology and humanities disciplines.",,False,डिजिटेल मानवीय विज्ञान,"Boro uses Devanagari script. 'Digital' is transliterated as 'डिजिटेल' and 'Humanities' is translated as 'मानवीय विज्ञान' (human sciences), following the structure used in related Indian languages like Hindi and Assamese.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:34.803279,183.0,75.0,108.0
bpy,,Bishnupriya Manipuri,Digital Humanities,,2026-04-07 01:09:30,False,,False,,False,,False,"{""translated_term"": ""Dijitil Sanskriti"", ""translation_rationale"": ""Combination of Bengali and Manipuri roots for the terms 'digital' and 'humanities', respectively.""}",llama3.1,2026-04-07T00:00:57.004424Z,923971291.0,85247750.0,79.0,336617375.0,43.0,488979162.0,stop,Dijitil Sanskriti,"Combination of Bengali and Manipuri roots for the terms 'digital' and 'humanities', respectively.","[{'translated_term': 'Dijitil Sanskriti', 'translation_rationale': ""Combination of Bengali and Manipuri roots for the terms 'digital' and 'humanities', respectively.""}]",Dijitil Sanskriti,False,ডিজিটাল হিউমেনিটিজ,70.0,1775520324.0,stop,gpt-4o-2024-08-06,73.0,143.0,"Bishnupriya Manipuri commonly uses transliterations for modern technical terms like 'Digital Humanities'. The translation retains the English structure and meaning, adapted into the Bengali script used in Bishnupriya Manipuri.",,False,ডিজিটেল মানবিকী,"Direct translation using Bishnupriya Manipuri script (Bengali-Assamese script). 'ডিজিটেল' (Digital) is a loanword adapted to the script, and 'মানবিকী' represents humanities/human studies, following the language's common academic terminology patterns.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:30.856683,183.0,81.0,102.0
be-x-old,,Belarusian (Taraškievica),Digital Humanities,,2026-04-07 01:09:26,False,Лічбавыя гуманітарныя навукі,False,,False,,False,"{""translated_term"": ""Дыджітальныя гуманітарныя навукі"", ""translation_rationale"": ""Combination of Belarusian word \""дыджітальныя\"" (digital) and «гуманітарныя навукі» (humanities), following linguistic patterns in Belarusian""}",llama3.1,2026-04-07T00:00:54.060602Z,1233518167.0,74502667.0,83.0,362257833.0,68.0,777517500.0,stop,Дыджітальныя гуманітарныя навукі,"Combination of Belarusian word ""дыджітальныя"" (digital) and «гуманітарныя навукі» (humanities), following linguistic patterns in Belarusian","[{'translated_term': 'Дыджітальныя гуманітарныя навукі', 'translation_rationale': 'Combination of Belarusian word ""дыджітальныя"" (digital) and «гуманітарныя навукі» (humanities), following linguistic patterns in Belarusian'}]",Дыджітальныя гуманітарныя навукі,False,Лічбавыя гуманітарныя навукі,88.0,1775520320.0,stop,gpt-4o-2024-08-06,78.0,166.0,"This translation uses the Belarusian (Taraškievica) term for 'Digital' (Лічбавыя) and 'Humanities' (гуманітарныя навукі), accurately reflecting the interdisciplinary field that combines digital technology with the study of human culture, history, and society.",,False,Лічбавыя гуманітарныя навукі,"Direct translation following Taraškievica orthography norms, where 'Digital' is rendered as 'Лічбавыя' (from лічба - number/digital) and 'Humanities' as 'гуманітарныя навукі' (humanitarian sciences), which is the standard term used in Belarusian academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:26.622564,204.0,88.0,116.0
bcl,,Bikol,Digital Humanities,,2026-04-07 01:09:21,False,Digital Humanities,False,Mga Pag - eksister nin Tawo,False,,False,"{""translated_term"": ""Digmaletal na mga Paksa"", ""translation_rationale"": ""From Spanish 'Humanidades Digitales' by adapting the word 'digital'""",llama3.1,2026-04-07T00:00:50.81276Z,833575625.0,88583667.0,74.0,338125833.0,35.0,395598123.0,stop,Digmaletal na mga Paksa,From Spanish 'Humanidades Digitales' by adapting the word 'digital',[],,False,Humanidades Digital,51.0,1775520317.0,stop,gpt-4o-2024-08-06,70.0,121.0,"Bikol often uses terms borrowed from Spanish for modern concepts, and 'Humanidades Digital' follows this pattern using equivalent Spanish terms for 'Digital Humanities'.",,False,Digitalong Humanidades,"Bikol commonly borrows Spanish-derived terms like 'humanidades' and uses 'digital' as a loanword, combining them to reflect the interdisciplinary field of Digital Humanities.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:21.553552,141.0,75.0,66.0
bat-smg,,Samogitian,Digital Humanities,,2026-04-07 01:09:18,False,,False,,False,,False,"{""translated_term"": ""Digitinės menos mokslas"", ""translation_rationale"": ""Combining \""digitinis\"" (digital) and \""menos mokslas\"" (humanities)}",llama3.1,2026-04-07T00:00:47.960151Z,963274375.0,88495334.0,76.0,337412667.0,46.0,524094833.0,stop,Digitinės menos mokslas,No rationale provided,[],,False,Dėgiṭāle Humanītētes,89.0,1775520315.0,stop,gpt-4o-2024-08-06,72.0,161.0,"The term 'Digital Humanities' is translated using a direct approach, combining the Samogitian transliteration for 'digital' as 'Dėgiṭāle' and 'humanities' as 'Humanītētes' to maintain the original concept while adapting to the phonetic system of Samogitian.",,False,Skaitmeninės humanitarinės muokslā,"Samogitian translation using 'skaitmeninės' (digital, from Lithuanian 'skaitmeninis'), 'humanitarinės' (humanities, borrowed from Lithuanian), and 'muokslā' (sciences/studies in Samogitian). Samogitian is closely related to Lithuanian but has distinct phonological features.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:18.352876,186.0,78.0,108.0
bar,,Bavarian,Digital Humanities,,2026-04-07 01:09:13,False,,False,,False,,False,"{""translated_term"": ""Digitale Männlichkeit"", ""translation_rationale"": ""Translation rationale: 'Männlichkeit' is used to translate 'Humanities', as it encompasses the study of human culture, particularly in the context of Germanic and Austrian academic traditions. 'Digital' remains unchanged.""}",llama3.1,2026-04-07T00:00:44.972198Z,1167555625.0,81301709.0,73.0,361257666.0,62.0,706274122.0,stop,Digitale Männlichkeit,"Translation rationale: 'Männlichkeit' is used to translate 'Humanities', as it encompasses the study of human culture, particularly in the context of Germanic and Austrian academic traditions. 'Digital' remains unchanged.","[{'translated_term': 'Digitale Männlichkeit', 'translation_rationale': ""Translation rationale: 'Männlichkeit' is used to translate 'Humanities', as it encompasses the study of human culture, particularly in the context of Germanic and Austrian academic traditions. 'Digital' remains unchanged.""}]",Digitale Männlichkeit,False,Digitale Geisteswissenschaften,61.0,1775520313.0,stop,gpt-4o-2024-08-06,69.0,130.0,"Bavarian (bar) often borrows terms from Standard German, hence 'Digitale Geisteswissenschaften' is used as it directly corresponds to the concept of 'Digital Humanities'.",,False,Digitale Geisteswissenschaften,"Bavarian uses German loanwords for academic terms. 'Digital' remains unchanged, while 'Humanities' translates to 'Geisteswissenschaften' as in standard German, which Bavarian academic discourse adopts.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:13.521817,154.0,74.0,80.0
awa,,Awadhi,Digital Humanities,,2026-04-07 01:09:08,False,डिजिटल मानविकी,False,,False,,False,"{""translated_term"": ""ਡਿਜੀਟਲ ਮਾਨਵਤਵਾਦ"", ""translation_rationale"": ""Using Hindi script to represent the term in Awadhi, as it is a closely related language""}",llama3.1,2026-04-07T00:00:41.787033Z,1139411542.0,89203584.0,75.0,335443791.0,61.0,697919046.0,stop,ਡਿਜੀਟਲ ਮਾਨਵਤਵਾਦ,"Using Hindi script to represent the term in Awadhi, as it is a closely related language","[{'translated_term': 'ਡਿਜੀਟਲ ਮਾਨਵਤਵਾਦ', 'translation_rationale': 'Using Hindi script to represent the term in Awadhi, as it is a closely related language'}]",ਡਿਜੀਟਲ ਮਾਨਵਤਵਾਦ,False,डिजिटल मानविकी,78.0,1775520309.0,stop,gpt-4o-2024-08-06,69.0,147.0,"In Awadhi, the term 'Digital Humanities' can be directly translated by transliterating each word, as 'डिजिटल' for 'Digital' and 'मानविकी' for 'Humanities', aligning with common practices in many Indian languages to adapt English technical terms.",,False,डिजिटल मानविकी,"Direct translation using Devanagari script appropriate for Awadhi, combining 'डिजिटल' (digital, commonly used loanword) with 'मानविकी' (humanities, derived from 'मानव' meaning human)",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:08.382538,163.0,76.0,87.0
ast,,Asturian,Digital Humanities,,2026-04-07 01:09:04,False,,False,,False,,False,"{
  ""translated_term"": ""Humanidaes Digitales"",
  ""translation_rationale"": ""Direct translation from English, combining 'Digitales' to reflect the field's focus on digital methods and tools.""
}",llama3.1,2026-04-07T00:00:38.62754Z,948741916.0,85361500.0,74.0,350368458.0,44.0,499375874.0,stop,Humanidaes Digitales,"Direct translation from English, combining 'Digitales' to reflect the field's focus on digital methods and tools.",[],,False,Humanidaes Dixitales,64.0,1775520306.0,stop,gpt-4o-2024-08-06,70.0,134.0,"The translation follows the pattern of using 'Humanidaes' for 'Humanities' and 'Dixitales' for 'Digital', as 'dixital' is the Asturian term for 'digital'.",,False,Humanidaes Dixitales,"Direct translation following Asturian language conventions, where 'Digital' becomes 'Dixitales' (plural adjective) and 'Humanities' becomes 'Humanidaes' (standard Asturian term for humanities).",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:04.792959,155.0,75.0,80.0
arz,,Egyptian Arabic,Digital Humanities,,2026-04-07 01:09:01,False,,False,,False,,False,"{
  ""translated_term"": ""الมนوطة الأليكترونية"",
  ""translation_rationale"": ""Combination of Arabic words for 'digital' (مَنَوْطَة) and 'humanities' (اَلِخُبَرُ)""
}",llama3.1,2026-04-07T00:00:35.656208Z,1106516166.0,86991416.0,73.0,339696625.0,58.0,663084000.0,stop,الมนوطة الأليكترونية,Combination of Arabic words for 'digital' (مَنَوْطَة) and 'humanities' (اَلِخُبَرُ),[],,False,العلوم الإنسانية الرقمية,65.0,1775520304.0,stop,gpt-4o-2024-08-06,69.0,134.0,"The term 'Digital Humanities' is translated to 'العلوم الإنسانية الرقمية' as it directly combines 'العلوم الإنسانية' which means 'humanities' and 'الرقمية' meaning 'digital', conveying the same meaning in Egyptian Arabic.",,False,العلوم الإنسانية الرقمية,"Direct translation of 'Digital Humanities' into Egyptian Arabic, where 'العلوم الإنسانية' means 'humanities' and 'الرقمية' means 'digital'. This is the standard term used in Egyptian academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:09:01.040104,164.0,74.0,90.0
arc,,Aramaic,Digital Humanities,,2026-04-07 01:08:57,False,,False,,False,,False,"{
  ""translated_term"": """",
  ""translation_rationale"": ""Unfortunately, there is no direct equivalent for the term 'Digital Humanities' in Aramaic, as it's a modern concept. However, I can provide a possible transliteration based on the Syriac alphabet, which was used to write several Aramaic dialects: ""
}",llama3.1,2026-04-07T00:00:32.529019Z,1274362750.0,90605250.0,74.0,336156791.0,72.0,826015754.0,stop,,"Unfortunately, there is no direct equivalent for the term 'Digital Humanities' in Aramaic, as it's a modern concept. However, I can provide a possible transliteration based on the Syriac alphabet, which was used to write several Aramaic dialects: ",[],,False,ܐܢܘܢ ܕܝܓܝܛܠܝܐ,133.0,1775520300.0,stop,gpt-4o-2024-08-06,70.0,203.0,The term 'Digital Humanities' is translated to combine the modern concept of 'digital' with 'humanities' in Aramaic. The word 'ܐܢܘܢ' refers to the general concept of 'humans' or 'people-related' context while 'ܕܝܓܝܛܠܝܐ' is a transliteration of 'digital' due to the lack of a historical equivalent.,,False,ܝܘܠܦܢ̈ܐ ܕܝܓܝܛܠܝ̈ܐ,"Direct translation using Syriac script (Classical Aramaic): ܝܘܠܦܢ̈ܐ (yulpane, 'humanities/studies') + ܕܝܓܝܛܠܝ̈ܐ (d-digitalye, 'digital'), following Aramaic grammatical structure with the genitive particle ܕ (d-).",claude-sonnet-4-5-20250929,end_turn,2026-04-07T01:08:57.249909,229.0,74.0,155.0
