language_code,language_name,term_source,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_openai,term,coding_dh_date,wikipedia_translated_term,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
sg,Sango,Digital Humanities,Humanités na Ndönzi,76.0,1775244968.0,stop,gpt-4o-2024-08-06,69.0,145.0,"Sango incorporates both native terms and loanwords to describe modern concepts. 'Humanités' represents 'Humanities', combining with 'na Ndönzi' translating to 'of Digital', aiming to capture the essence of 'Digital Humanities' in a culturally relevant way.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
bs,Bosnian,Digital Humanities,Digitalne humanističke nauke,55.0,1775244278.0,stop,gpt-4o-2024-08-06,69.0,124.0,The term 'Digital Humanities' is translated to 'Digitalne humanističke nauke' in Bosnian to accurately reflect the interdisciplinary field that combines digital technology with humanities studies.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
el,"Greek, Modern",Digital Humanities,Ψηφιακές Ανθρωπιστικές Επιστήμες,68.0,1775244350.0,stop,gpt-4o-2024-08-06,70.0,138.0,"The term 'Digital Humanities' is translated to 'Ψηφιακές Ανθρωπιστικές Επιστήμες' in Modern Greek, reflecting the combination of digital technologies and methodologies with humanities scholarship.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ca,Catalan; Valencian,Digital Humanities,Humanitats Digitals,58.0,1775244286.0,stop,gpt-4o-2024-08-06,72.0,130.0,"The term 'Digital Humanities' translates directly to 'Humanitats Digitals' in Catalan, as it refers specifically to the interdisciplinary field that combines computing or digital technologies with the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ru,Russian,Digital Humanities,Цифровые гуманитарные науки,89.0,1775244520.0,stop,gpt-4o-2024-08-06,68.0,157.0,"The term 'Digital Humanities' is most accurately translated to Russian as 'Цифровые гуманитарные науки', where 'Цифровые' means 'Digital' and 'гуманитарные науки' refers to 'Humanities'. This translation captures the essence of Humanities disciplines applied within a digital or technological context.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ro,"Romanian, Moldavan",Digital Humanities,umanități digitale,72.0,1775244518.0,stop,gpt-4o-2024-08-06,71.0,143.0,"The term 'Digital Humanities' is typically translated into Romanian as 'umanități digitale'. 'Umanități' corresponds to 'Humanities', and 'digitale' corresponds to 'Digital', maintaining the structure and meaning of the original English term.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
pt,Portuguese,Digital Humanities,Humanidades Digitais,72.0,1775244509.0,stop,gpt-4o-2024-08-06,68.0,140.0,"The term 'Digital Humanities' translates to 'Humanidades Digitais' in Portuguese because 'Humanidades' means 'Humanities' and 'Digitais' is the plural form of 'Digital', reflecting the interdisciplinary field that integrates digital tools and methods with the study of humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ps,"Pashto, Pushto",Digital Humanities,ډیجیټل بشري علوم,67.0,1775244507.0,stop,gpt-4o-2024-08-06,73.0,140.0,"In Pashto, 'ډیجیټل' is the transliteration of 'Digital', and 'بشري علوم' translates to 'Humanities'. This composition maintains the original meaning within the context of Pashto language.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
pl,Polish,Digital Humanities,Humanistyka cyfrowa,77.0,1775244505.0,stop,gpt-4o-2024-08-06,68.0,145.0,"This translation captures the essence of 'Digital Humanities' by combining the words for 'humanities' (humanistyka) and 'digital' (cyfrowa) in Polish, which directly reflect the interdisciplinary field focusing on the intersection of computer technology and the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fa,Persian,Digital Humanities,علوم انسانی دیجیتال,59.0,1775244503.0,stop,gpt-4o-2024-08-06,68.0,127.0,"The term is translated by converting 'Digital' to 'دیجیتال' and 'Humanities' to 'علوم انسانی', which are the standard equivalents used in Persian academic and professional contexts.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
th,Thai,Digital Humanities,มนุษยศาสตร์ดิจิทัล,77.0,1775244572.0,stop,gpt-4o-2024-08-06,68.0,145.0,"The translation uses 'มนุษยศาสตร์' for 'Humanities', which is a direct translation, and 'ดิจิทัล' for 'Digital', which is a transliteration that is common in Thai for words related to digital technology.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
te,Telugu,Digital Humanities,డిజిటల్ హ్యూమానిటీస్,73.0,1775244567.0,stop,gpt-4o-2024-08-06,68.0,141.0,The translation is a direct transliteration as 'డిజిటల్' represents 'Digital' and 'హ్యూమానిటీస్' represents 'Humanities'. These terms are used in Telugu academic contexts to refer to the same concept as in English.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sv,Swedish,Digital Humanities,Digital humaniora,64.0,1775244564.0,stop,gpt-4o-2024-08-06,68.0,132.0,"The term 'Digital Humanities' is translated into Swedish as 'Digital humaniora' which combines 'digital,' referring to digital technologies, with 'humaniora,' the Swedish word for the humanities, thus maintaining the original meaning.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
su,Sundanese,Digital Humanities,Humaniora Digital,63.0,1775244558.0,stop,gpt-4o-2024-08-06,69.0,132.0,"The term 'Humaniora Digital' is a direct translation where 'Humaniora' refers to 'Humanities' and 'Digital' remains unchanged, as it is commonly understood and used in the context of technology-related terms in Sundanese.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
an,Aragonese,Digital Humanities,Humanidades Dixitales,69.0,1775244245.0,stop,gpt-4o-2024-08-06,70.0,139.0,"The term 'Digital Humanities' is translated into Aragonese by capturing the essence of both words: 'Humanidades' for 'Humanities' and 'Dixitales' for 'Digital', reflecting usage in similar Romance languages.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
az,Azerbaijani,Digital Humanities,Rəqəmsal Humanitar Elmlər,84.0,1775244262.0,stop,gpt-4o-2024-08-06,70.0,154.0,"The term 'Digital Humanities' translates to 'Rəqəmsal Humanitar Elmlər' in Azerbaijani. 'Rəqəmsal' means 'Digital', and 'Humanitar Elmlər' translates to 'Humanities', capturing the interdisciplinary nature of the field.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
om,Oromo,Digital Humanities,Namooma Dijitaalaa,63.0,1775244925.0,stop,gpt-4o-2024-08-06,68.0,131.0,"The term 'Digital Humanities' is translated by combining 'Namooma,' which means 'Humanities,' and 'Dijitaalaa,' which is the adapted word for 'Digital' in Oromo.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
sc,Sardinian,Digital Humanities,Umanidades Digitale,59.0,1775244526.0,stop,gpt-4o-2024-08-06,69.0,128.0,"In Sardinian, 'Umanidades' translates to 'Humanities' and 'Digitale' translates to 'Digital', closely following the standard use of these terms in Romance languages.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
oc,Occitan,Digital Humanities,umanitats digitalas,79.0,1775244920.0,stop,gpt-4o-2024-08-06,69.0,148.0,"The term 'Digital Humanities' in Occitan is translated as 'umanitats digitalas', where 'umanitats' stands for 'humanities' and 'digitalas' means 'digital'. This follows the standard practice of adapting the English term into the grammatical and vocabulary structure of Occitan.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nd,North Ndebele,Digital Humanities,Ezokwethekeli zomnotho,68.0,1775244898.0,stop,gpt-4o-2024-08-06,71.0,139.0,"The term 'Digital Humanities' is translated with an emphasis on 'digital' (computing/technology) and 'humanities' (culture, social sciences) within the context of North Ndebele-speaking areas.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nv,"Navajo, Navaho",Digital Humanities,Ałk'idáálkidí Asdzą́ą́ Nizháátʼí,132.0,1775244914.0,stop,gpt-4o-2024-08-06,72.0,204.0,"The translation uses Navajo words to convey the concept of digital (related to computational and electronic processes) and humanities (related to human cultural achievements), where 'Ałk'idáálkidí' pertains to technology or digital aspects, 'Asdzą́ą́' refers to arts or cultural endeavors, and 'Nizháátʼí' conveys the idea of studies or analysis. This combination attempts to reflect the interdisciplinary essence of Digital Humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nr,South Ndebele,Digital Humanities,Ubuchwepheshe bezeNtlalo,73.0,1775244911.0,stop,gpt-4o-2024-08-06,71.0,144.0,"The term 'Digital Humanities' encompasses technology, which aligns with 'Ubuchwepheshe' for 'Digital,' and relates to human and social studies, represented by 'bezeNtlalo.' This provides a culturally and contextually relevant expression.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
nn,Norwegian Nynorsk,Digital Humanities,Digital humaniora,68.0,1775244906.0,stop,gpt-4o-2024-08-06,71.0,139.0,"The term 'Digital Humanities' translates to 'Digital humaniora' in Norwegian Nynorsk, as it reflects the integration of digital technology with the humanities disciplines, and 'humaniora' is the accepted term for 'humanities' in Norwegian Nynorsk.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ng,Ndonga,Digital Humanities,Uudhimba we-Siditalithi,96.0,1775244902.0,stop,gpt-4o-2024-08-06,69.0,165.0,"The translation 'Uudhimba we-Siditalithi' combines 'Uudhimba' meaning 'humanities' with 'Siditalithi,' a transliteration of 'digital,' to convey the idea of 'Digital Humanities' in Ndonga. Ndonga might not have specific native terms for 'digital,' hence the use of transliteration.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
he,Hebrew (modern),Digital Humanities,מדעי הרוח הדיגיטליים,83.0,1775244362.0,stop,gpt-4o-2024-08-06,71.0,154.0,"The term 'Digital Humanities' translates to 'מדעי הרוח הדיגיטליים' in Hebrew, where 'מדעי הרוח' means 'humanities' and 'הדיגיטליים' means 'digital'. This translation accurately captures the essence of the interdisciplinary field combining digital technology with the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
si,"Sinhala, Sinhalese",Digital Humanities,ඩිජිටල් මානවීය විද්‍යා,79.0,1775244973.0,stop,gpt-4o-2024-08-06,72.0,151.0,The term 'Digital Humanities' is translated by combining the transliterated 'ඩිජිටල්' for 'Digital' and 'මානවීය විද්‍යා' for 'Humanities'. Sinhala script is used to maintain the original pronunciation and meaning.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
en,English,Digital Humanities,Digital Humanities,55.0,1775244323.0,stop,gpt-4o-2024-08-06,68.0,123.0,The term 'Digital Humanities' is already in English and widely recognized in academic and professional contexts as a field that combines the use of digital technologies with the humanities disciplines.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
gl,Galician,Digital Humanities,Humanidades Dixitais,78.0,1775244343.0,stop,gpt-4o-2024-08-06,69.0,147.0,The term 'Digital Humanities' is translated into Galician by retaining the base words 'Humanidades' for 'Humanities' and 'Dixitais' for 'Digital'. This is a direct and standard translation that follows the linguistic rules for translating academic and technological terms into Galician.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
fr,French,Digital Humanities,Humanités numériques,62.0,1775244338.0,stop,gpt-4o-2024-08-06,68.0,130.0,The phrase 'Digital Humanities' is commonly translated into French as 'Humanités numériques'. This translation maintains the meaning by using 'Humanités' for 'Humanities' and 'numériques' as the equivalent for 'Digital'.,,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
hi,Hindi,Digital Humanities,डिजिटल मानविकी,60.0,1775244366.0,stop,gpt-4o-2024-08-06,68.0,128.0,"The term 'Digital Humanities' is translated directly, where 'डिजिटल' stands for 'Digital' and 'मानविकी' represents 'Humanities', thus preserving the original meaning.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
hu,Hungarian,Digital Humanities,Digitális Bölcsészettudományok,75.0,1775244370.0,stop,gpt-4o-2024-08-06,68.0,143.0,"The term 'Digitális Bölcsészettudományok' directly reflects the concept of Digital Humanities in Hungarian, with 'Digitális' meaning 'Digital' and 'Bölcsészettudományok' meaning 'Humanities'.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
kk,Kazakh,Digital Humanities,Цифрлық гуманитарлық ғылымдар,81.0,1775244404.0,stop,gpt-4o-2024-08-06,69.0,150.0,"The term 'Digital Humanities' is translated as 'Цифрлық гуманитарлық ғылымдар' in Kazakh, combining 'Цифрлық' for 'Digital' and 'гуманитарлық ғылымдар' for 'Humanities', keeping the meaning consistent with the field of study.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
jv,Javanese,Digital Humanities,Humaniora Digital,74.0,1775244393.0,stop,gpt-4o-2024-08-06,71.0,145.0,"The term 'Digital Humanities' translates directly to 'Humaniora Digital' in Javanese, combining the Javanese adaptation of 'humanities' (humaniora) with the word 'digital' to indicate the interdisciplinary field that combines digital technology with traditional humanities disciplines.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ia,Interlingua,Digital Humanities,Humanitates Digital,65.0,1775244372.0,stop,gpt-4o-2024-08-06,70.0,135.0,"In Interlingua, 'Digital' is translated as 'Digital,' and 'Humanities' is translated as 'Humanitates.' This maintains the meaning of the interdisciplinary field focused on the intersection of digital technology and the humanities.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ga,Irish,Digital Humanities,Daonnachtaí Digiteacha,70.0,1775244378.0,stop,gpt-4o-2024-08-06,68.0,138.0,"The term 'Digital Humanities' translates into Irish as 'Daonnachtaí Digiteacha', with 'Daonnachtaí' meaning 'Humanities' and 'Digiteacha' meaning 'Digital', aligning the semantic equivalence in both languages.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
id,Indonesian,Digital Humanities,Humaniora Digital,62.0,1775244373.0,stop,gpt-4o-2024-08-06,68.0,130.0,"The term 'Digital Humanities' is translated to 'Humaniora Digital' in Indonesian, where 'Humaniora' means 'Humanities' and 'Digital' is a direct loanword, capturing the combination of technology and humanities studies.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
eu,Basque,Digital Humanities,Humanitate Digitalak,69.0,1775244268.0,stop,gpt-4o-2024-08-06,69.0,138.0,"In Basque, 'Humanitate Digitalak' captures the meaning of 'Digital Humanities' by combining 'Humanitate', meaning 'Humanities', and 'Digitalak', meaning 'Digital'. The adjective follows the noun in Basque structure.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
ny,Chichewa; Chewa; Nyanja,Digital Humanities,Sayansi ya Makompyuta ndi Anthu,89.0,1775244917.0,stop,gpt-4o-2024-08-06,77.0,166.0,"In Chichewa, 'Digital Humanities' can be translated to reflect the integration of technology (computers) and humanistic studies. 'Sayansi ya Makompyuta' refers to computer science or digital aspects, and 'ndi Anthu' pertains to the study of humans or humanity.",,False,,2026-04-03 16:31:15,,,,,,,,,,,,,,,,,,,,,,
